citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Carcinogenesis. 2012 Aug; 33(8): 1441–1449.,10.1093/carcin/bgs145,PMC3499055,22505655,p53 N-terminal phosphorylation: a defining layer of complex regulation,Lisa M. Miller Jenkins;Stewart R. Durell;Sharlyn J. Mazur;Ettore Appella,"Laboratory of Cell Biology, National Cancer Institute, NIH, 37 Convent Drive, Room 2140, Bethesda, MD 20892, USA;*To whom correspondence should be addressed. Tel: 1 301 402 4177; Fax: 1 301 435 8188;Email: vog.hin.liam@ealleppa","The p53 tumor suppressor is a critical component of the cellular response to stress. As it can inhibit cell growth, p53 is mutated or functionally inactivated in most tumors. A multitude of protein–protein interactions with transcriptional cofactors are central to p53-dependent responses. In its activated state, p53 is extensively modified in both the N- and C-terminal regions of the protein. These modifications, especially phosphorylation of serine and threonine residues in the N-terminal transactivation domain, affect p53 stability and activity by modulating the affinity of protein–protein interactions. Here, we review recent findings from in vitro and in vivo studies on the role of p53 N-terminal phosphorylation. These modifications can either positively or negatively affect p53 and add a second layer of complex regulation to the divergent interactions of the p53 transactivation domain.",
Proc Natl Acad Sci U S A. 2012 Mar 27; 109(13): 4857-4862.,10.1073/pnas.1118157109,PMC3323985,22411825,Soluble oligomerization provides a beneficial fitness effect on destabilizing mutations,Shimon Bershtein;Wanmeng Wu;Eugene I. Shakhnovich,"aDepartment of Chemistry and Chemical Biology, Harvard University, Cambridge, MA 02138; and ;bState Key Laboratory of Food Science and Technology, Jiangnan University, Wuxi 214122. People’s Republic of China;1To whom correspondence should be addressed. E-mail: ude.dravrah.yrtsimehc@hcivonhkahs.;Edited by* William A. Eaton, National Institutes of Health-NIDDK, Bethesda, MD, and approved February 2, 2012 (received for review November 4, 2011);Author contributions: S.B. and E.I.S. designed research; S.B. and W.M. performed research; S.B. and E.I.S. analyzed data; and S.B. and E.I.S. wrote the paper.","Mutations create the genetic diversity on which selective pressures can act, yet also create structural instability in proteins. How, then, is it possible for organisms to ameliorate mutation-induced perturbations of protein stability while maintaining biological fitness and gaining a selective advantage? Here we used site-specific chromosomal mutagenesis to introduce a selected set of mostly destabilizing mutations into folA—an essential chromosomal gene of Escherichia coli encoding dihydrofolate reductase (DHFR)—to determine how changes in protein stability, activity, and abundance affect fitness. In total, 27 E. coli strains carrying mutant DHFR were created. We found no significant correlation between protein stability and its catalytic activity nor between catalytic activity and fitness in a limited range of variation of catalytic activity observed in mutants. The stability of these mutants is strongly correlated with their intracellular abundance, suggesting that protein homeostatic machinery plays an active role in maintaining intracellular concentrations of proteins. Fitness also shows a significant correlation with intracellular abundance of soluble DHFR in cells growing at 30 °C. At 42 °C, the picture was mixed, yet remarkable: A few strains carrying mutant DHFR proteins aggregated, rendering them nonviable, but, intriguingly, the majority exhibited fitness higher than wild type. We found that mutational destabilization of DHFR proteins in E. coli is counterbalanced at 42 °C by their soluble oligomerization, thereby restoring structural stability and protecting against aggregation.",fitness landscape;genotype-phenotype relation;molecular evolution;protein solubility;protein aggregation
Biochemistry. 2012 Jul 24; 51(29): 5841–5850.,10.1021/bi3003567,PMC3711574,22702834,In-silico and in-vitro elucidation of BH3 binding specificity towards Bcl-2,Nir London;Stefano Gullá;Amy E. Keating;Ora Schueler-Furman,"aDepartment of Microbiology and Molecular Genetics, Institute for Medical Research Israel-Canada, Hadassah Medical School, The Hebrew University, POB 12272, Jerusalem, 91120 Israel;bDepartment of Biology, Massachusetts Institute of Technology, Cambridge, 02139 USA;*Corresponding Author: Ora Schueler-Furman, li.ca.ijuh.dmke@faro, Department of Microbiology and Molecular Genetics, Institute for Medical Research Israel-Canada, Hadassah Medical School, The Hebrew University, POB 12272, Jerusalem 91120 Israel, Tel: 972-2-675-7094, Fax: 972-2-675-7308","Interactions between Bcl-2 like proteins and BH3 domains play a key role in the regulation of apoptosis. Despite the overall structural similarity of their interaction with helical BH3 domains, Bcl-2 like proteins exhibit an intricate spectrum of binding specificities whose underlying basis is not well understood. Here, we characterize these interactions using Rosetta FlexPepBind, a protocol for the prediction of peptide binding specificity that evaluates the binding potential of different peptides based on structural models of the corresponding peptide-receptor complexes. For two prominent players, Bcl-xL and Mcl-1, we obtain good agreement with a large set of experimental SPOT array measurements and recapitulate the binding specificity of peptides derived by yeast display in a previous study. We extend our approach to a third member of this family, Bcl-2: we test our blind prediction of the binding of 180 BIM-derived peptides with a corresponding experimental SPOT array. Both prediction and experiment reveal a Bcl-2 binding specificity pattern that resembles that of Bcl-xL. Finally, we extend this application to accurately predict the specificity pattern of additional human BH3-only derived peptides. This study characterizes the distinct patterns of binding specificity of BH3-only derived peptides for the Bcl-2 like proteins Bcl-xL, Mcl-1 and Bcl-2, and provides insight into the structural basis of determinants of specificity.",FlexPepBind;peptide-protein interactions;interaction specificity;Bcl-2 proteins;BH3 peptides;SPOT array
Biophys J. 2012 Nov 7; 103(9): 1989–1999.,10.1016/j.bpj.2012.09.041,PMC3491724,23199927,Conformational Properties of Polyglutamine Sequences in Guanidine Hydrochloride Solutions,Md. Khurshid Alam Khan;Bruce E. Bowler,"Department of Chemistry and Biochemistry, and Center for Biomolecular Structure and Dynamics, University of Montana, Missoula, Montana;Bruce E. Bowler: ude.anatnomu@relwob.ecurb ;∗Corresponding author ude.anatnomu@relwob.ecurb","Two sets of iso-1-cytochrome c variants have been prepared with N-terminal insertions of pure polyglutamine, i.e., PolyQ variants, or polyglutamine interrupted with lysine every sixth residue, i.e., Gln-rich variants. The polymer properties of these pure polyGln or Gln-rich sequences have been evaluated using equilibrium and kinetic His-heme loop formation methods for loop sizes ranging from 22 to 46 in 1.5, 3.0, and 6.0 M guanidine hydrochloride (GdnHCl). In 6.0 M GdnHCl, the scaling exponent, ν3, for the pure polyGln sequences, is ∼1.7—significantly less than ν3 ≈ 2.15 for the Gln-rich sequences. The stability of the His-heme loops becomes progressively greater for the pure polyGln sequences relative to the Gln-rich sequences as GdnHCl concentration decreases from 6.0 to 1.5 M. Thus, the context of the sequence effects the polymer properties of Gln repeats even in denaturing concentrations of GdnHCl. Comparison of data for the Gln-rich variants with previous results for Gly-rich and Ala-rich variants shows that ν3 ∼ 2.2 for the Gln-rich, Gly-rich, and Ala-rich sequences in 6.0 M GdnHCl, whereas ν3 remains unchanged at 3.0 M GdnHCl concentration for the Gln-rich and Ala-rich sequences but decreases to ∼1.7 for the Gly-rich sequences. Thus, the polymer properties of Gln-rich and Ala-rich sequences are less sensitive to solvent quality in denaturing solutions of GdnHCl than Gly-rich sequences. Evaluation of Flory’s characteristic ratio, Cn, for the Gln-rich and Ala-rich sequences relative to the Gly-rich sequences shows that Gln-rich sequences are stiffer than Ala-rich sequences at both 3.0 and 6.0 M GdnHCl.",
Plant Physiol. 2012 Jul; 159(3): 1252–1262.,10.1104/pp.112.197343,PMC3387707,22548785,"Identification of a Skp1-Like Protein Interacting with SFB, the Pollen S Determinant of the Gametophytic Self-Incompatibility in Prunus1,[W]",Daiki Matsumoto;Hisayo Yamane;Kazuyuki Abe;Ryutaro Tao,"Laboratory of Pomology, Graduate School of Agriculture, Kyoto University, Kyoto 606–8502, Japan (D.M., H.Y., R.T.); and Apple Breeding and Physiology Research Team, National Institute of Fruit Tree Science, Morioka 020–0123, Japan (K.A.);1This work was supported by Grants-in-Aid for Scientific Research (A) from the Japan Society for the Promotion of Science (nos. 20248004 and 24248007 to R.T.).;*Corresponding author; e-mail pj.ca.u-otoyk.siak@oatr.;The author responsible for distribution of materials integral to the findings presented in this article in accordance with the policy described in the Instructions for Authors (www.plantphysiol.org) is: Ryutaro Tao (pj.ca.u-otoyk.siak@oatr).;[W]The online version of this article contains Web-only data.;www.plantphysiol.org/cgi/doi/10.1104/pp.112.197343","Many species in Rosaceae, Solanaceae, and Plantaginaceae exhibit S-RNase-based self-incompatibility (SI). In this system, the pistil and pollen specificities are determined by S-RNase and the S locus F-box protein, respectively. The pollen S determinant F-box protein in Prunus (Rosaceae) is referred to by two different terms, SFB (for S-haplotype-specific F-box protein) and SLF (for S locus F box), whereas it is called SLF in Solanaceae and Plantaginaceae. Prunus SFB is thought to be a molecule indispensable for its cognate S-RNase to exert cytotoxicity and to arrest pollen tube growth in incompatible reactions. Although recent studies have demonstrated the molecular function of SCFSLF in the SI reaction of Solanaceae and Plantaginaceae, how SFB participates in the Prunus
SI mechanism remains to be elucidated. Here we report the identification of sweet cherry (Prunus avium) SFB (PavSFB)-interacting Skp1-like1 (PavSSK1) using a yeast (Saccharomyces cerevisiae) two-hybrid screening against the pollen cDNA library. Phylogenetic analysis showed that PavSSK1 belongs to the same clade as Antirrhinum hispanicum SLF-interacting Skp1-like1 and Petunia hybrida SLF-interacting Skp1-like1 (PhSSK1). In yeast, PavSSK1 interacted not only with PavSFBs from different S haplotypes and Cullin1-likes (PavCul1s), but also with S-locus F-box-likes. A pull-down assay confirmed the interactions between PavSSK1 and PavSFB and between PavSSK1 and PavCul1s. These results collectively indicate that PavSSK1 could be a functional component of the SCF complex and that PavSFB may function as a component of the SCF complex. We discuss the molecular function of PavSFB in self-/nonself-recognition in the gametophytic SI of Prunus.",
Structure. 2012 Nov 7; 20(11): 1918–1928.,10.1016/j.str.2012.08.023,PMC4034761,23000384,Solution Conformations of Prototype Foamy Virus Integrase and its Stable Synaptic Complex with U5 Viral DNA,Kushol Gupta;Joseph E. Curtis;Susan Krueger;Young Hwang;Peter Cherepanov;Frederic D. Bushman;Gregory D. Van Duyne,"1Department of Biochemistry & Biophysics, Perelman School of Medicine and HowardHughes Medical Institute, University of Pennsylvania, Philadelphia, Pennsylvania 19104-6059;2Center for Neutron Research, National Institute of Standards and Technology, Gaithersburg, Maryland, 20899-6102;3Department of Microbiology, University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania 19104-6076;4London Research Institute, South Mimms, Herts EN6 3LD, London, U.K;Address correspondence to: Gregory D. Van Duyne, Dept. of Biochemistry & Biophysics, Perelman School of Medicine at the University of Pennsylvania, Howard Hughes Medical Institute, 809C Stellar-Chance Building, 422 Curie Boulevard, Philadelphia, PA 19104-6059 (Tel) 215-898-3058 (Fax) 215-573-4764. ude.nnepu.dem.liam@enyudnav","Using small-angle x-ray and neutron scattering (SAXS/SANS) in combination with analytical centrifugation and light scattering, we have determined the solution properties of PFV IN alone and its synaptic complex with processed U5 viral DNA and related these properties to models derived from available crystal structures. PFV IN is a monomer in solution and SAXS analysis indicates an ensemble of conformations that differ from that observed in the crystallographic DNA-bound state. Scattering data indicate that the PFV intasome adopts a shape in solution that is consistent with the tetrameric assembly inferred from crystallographic symmetry and these properties are largely preserved in the presence of divalent ions and clinical strand transfer inhibitors. Using contrast variation methods, we have reconstructed the solution structure of the PFV intasome complex and have located the distal domains of IN that were unresolved by crystallography. These results provide important insights into the architecture of the retroviral intasome.",
Calcif Tissue Int. 2013 Oct; 93(4): 307–315.,10.1007/s00223-012-9678-2,PMC3726565,23241924,Biomineralization Mechanisms: A new paradigm for crystal nucleation in organic matricies,Arthur Veis;Jason R. Dorvee,"Feinberg School of Medicine, Northwestern University, Chicago, IL 60611;Corresponding author: Arthur Veis, Northwestern University, Feinberg School of Medicine, Department of Cell and Molecular Biology, 303 E. Chicago Avenue, Chicago, IL 60611, Phone: 312-503-1355, Fax: 312-503-2544; ude.nretsewhtron@sieva","There is substantial practical interest in the mechanism by which the carbonated apatite of bone mineral can be initiated specifically in a matrix. The current literature is replete with studies aimed at mimicking the properties of vertebrate bone, teeth and other hard tissues by creating organic matrices that can be mineralized in vitro, and either functionally substitute for bone on a permanent basis, or serve as a temporary structure that can be replaced by normal remodeling processes. A key element in this is mineralization of an implant with the matrix and mineral disposed in the proper orientations and relationships. This review examines the pathway to crystallization from a supersaturated calcium phosphate solution in vitro, focusing on the basic mechanistic questions concerning mineral nucleation and growth. Since bone and dentin mineral forms within collagenous matricies we consider how the in vitro crystallization mechanisms might or might not be applicable to understanding the in vivo processes of biomineralization in bone and dentin. We propose that the pathway to crystallization from the calcium phosphate supersaturated tissue fluids involves the formation of a dense liquid phase of first-layer bound-water hydrated calcium and phosphate ions in which the crystallization is nucleated. SIBLING proteins and their in vitro analogs such as polyaspartic acids, have similar dense liquid first-layer bound water surfaces which interact with the dense liquid calcium phosphate nucleation clusters and modulate the rate of crystallization within the bone and dentin collagen fibril matrix.",
Biophys J. 2012 Apr 18; 102(8): 1969–1978.,10.1016/j.bpj.2012.03.049,PMC3328712,22768954,Scaling Properties of Glycine-Rich Sequences in Guanidine Hydrochloride Solutions,Michaela L. Finnegan;Bruce E. Bowler,"Department of Chemistry and Biochemistry and Center for Biomolecular Structure and Dynamics, University of Montana, Missoula, Montana;Bruce E. Bowler: ude.anatnomu@relwob.ecurb ;∗Corresponding author ude.anatnomu@relwob.ecurb","The intrinsic polymer properties of glycine-rich sequences are evaluated with a set of iso-1-cytochrome c variants with N-terminal inserts of the sequence (GGGGGK)n for n = 1–5. The thermodynamics and kinetics of His-heme loop formation are measured as a function of guanidine hydrochloride (GdnHCl) concentration for loop sizes ranging from 22 to 46 residues. The scaling exponent for loop formation, ν3, evaluated using the Jacobson-Stockmayer equation is near 1.8, at 1.5 and 3.0 M GdnHCl, but it increases to 2.2 in 6.0 M GdnHCl. Previous work on a set of iso-1-cytochrome c variants with (AAAAAK)n inserts gave ν3 = 2.2 for alanine-rich sequences in both 3.0 and 6.0 M GdnHCl. Chain stiffness was evaluated from the relative magnitude of Flory's characteristic ratio, Cn, for alanine-rich versus glycine-rich sequences. In 3.0 M GdnHCl, Cn(Ala)/Cn(Gly) is 1.6, decreasing to 1.3 in 6.0 M GdnHCl. The data suggest that solvent-backbone interactions dominate polypeptide conformational properties under good solvent conditions whereas side-chain-dependent properties are more important under poor solvent conditions. The results provide a direct experimental assessment in terms of polymer properties of the distinct roles of Gly versus Ala in the folding code.",
Curr Drug Metab. 2012 Feb; 13(2): 167–176.,,PMC3879780,22208531,Plasticity of CYP2B Enzymes: Structural and Solution Biophysical Methods,P. Ross Wilderman;James R. Halpert,"1Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, La Jolla, California 92093;*Address correspondence to this author at the Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego, 9500 Gilman Drive MC 0703, La Jolla, California 92093-0703; Tel: (858) 822-7804; ude.dscu@namredliwp","In the past three years, major advances in understanding cytochrome P450 2B (CYP2B) structure-function relationships have been made through determination of multiple ligand-bound and one ligand-free X-ray crystal structure of CYP2B4 and one ligand-bound X-ray crystal structure of CYP2B6. These structures have provided insight into the features that provide the high degree of plasticity of the enzymes. A combination of a phenylalanine cluster that allows for concerted movement of helices F through G and a conserved set of electrostatic interactions involving Arg262 facilitates movement of this region to accommodate binding of ligands of various sizes without perturbing most of the P450 fold. Integrating solution based techniques such as NMR or deuterium exchange mass spectrometry (DXMS) with computational methods including molecular docking has provided further insight into enzyme behavior upon ligand binding. In addition, extended molecular dynamics simulations have provided a link between an open and a closed conformation of ligand-free CYP2B4 found in crystal structures. Other studies revealed the utility of rational engineering in improving stability of P450s to facilitate structural studies. The solution and computational results combined with the X-ray crystal structures yield a comprehensive picture of how these enzymes adopt different conformations to bind various ligands.",cytochrome P450;CYP2B;crystallography;NMR;deuterium exchange mass spectrometry;molecular modeling;molecular dynamics simulation
Biochemistry. 2012 Mar 27; 51(12): 2539–2550.,10.1021/bi201857v,PMC3319454,22401494,Interaction of tau protein with model lipid membranes induces tau structural compaction and membrane disruption,Emmalee M. Jones;Manish Dubey;Phillip J. Camp;Briana C. Vernon;Jacek Biernat;Eckhard Mandelkow;Jaroslaw Majewski;Eva Y. Chi,"†Department of Chemical and Nuclear Engineering, Center for Biomedical Engineering, University of New Mexico, Albuquerque, New Mexico, 87131;‡Lujan Neutron Scattering Center, Los Alamos National Laboratory, Los Alamos, New Mexico, 87545;§Max Planck Unit for Structural Molecular Biology, c/o DESY, Hamburg, Germany;%Center for Neurodegenerative Diseases (DZNE) and CAESAR Research Center, Bonn, Germany;*Corresponding author Tel: 505.277.2263 ude.mnu@ihcave","The misfolding and aggregation of the intrinsically disordered, microtubule-associated tau protein into neurofibrillary tangles is implicated in the pathogenesis of Alzheimer's disease. However, the mechanisms of tau aggregation and toxicity remain unknown. Recent work has shown that lipid membrane can induce tau aggregation and that membrane permeabilization may serve as a pathway by which protein aggregates exert toxicity, suggesting that the plasma membrane may play dual roles in tau pathology. This prompted our investigation to assess tau's propensity to interact with membranes and to elucidate the mutually disruptive structural perturbations the interactions induce in both tau and the membrane. We show that although highly charged and soluble, the full-length tau (hTau40) is also highly surface active, selectively inserts into anionic DMPG lipid monolayers and induces membrane morphological changes. To resolve molecular-scale structural details of hTau40 associated with lipid membranes, X-ray and neutron scattering techniques are utilized. X-ray reflectivity indicates hTau40's presence underneath a DMPG monolayer and penetration into the lipid headgroups and tailgroups, whereas grazing incidence X-ray diffraction shows that hTau40 insertion disrupts lipid packing. Moreover, both air/water and DMPG lipid membrane interfaces induce the disordered hTau40 to partially adopt a more compact conformation with density similar to that of a folded protein. Neutron reflectivity shows that tau completely disrupts supported DMPG bilayers while leaving the neutral DPPC bilayer intact. Our results show that hTau40's strong interaction with anionic lipids induces tau structural compaction and membrane disruption, suggesting possible membrane-based mechanisms of tau aggregation and toxicity in neurodegenerative diseases.",Alzheimer's disease;neutron reflectivity;x-ray grazing incidence diffraction;tau protein;lipid bilayers;protein-membrane interactions;tau aggregation
Cell Rep. 2013 Jan 31; 3(1): 223–236.,10.1016/j.celrep.2012.11.022,PMC3563757,23273916,Septin-Containing Barriers Control the Differential Inheritance of Cytoplasmic Elements,Alan Michael Tartakoff;Ilya Aylyarov;Purnima Jaiswal,"Pathology Department and Cell Biology Program, Case Western Reserve University, 2103 Cornell Road, Cleveland, OH 44106, USA;Corresponding author: Alan M. Tartakoff, Pathology Department, Case Western Reserve University, 2103 Cornell Road, Cleveland, OH 44106, ude.esac@01tma; tel: 216-348-5544","Fusion of haploid cells of S. cerevisiae generates zygotes. We observe that the zygote midzone includes a septin annulus and differentially affects redistribution of supramolecular complexes and organelles. Redistribution across the midzone of supramolecular complexes (polysomes and Sup35p-GFP [PSI+]) is unexpectedly delayed relative to soluble proteins; however, in [psi−] × [PSI+] crosses all buds eventually receive Sup35p-GFP [PSI+]. Encounter between parental mitochondria is further delayed until septins relocate to the bud site, where they are required for repolarization of the actin cytoskeleton. This delay allows rationalization of the longstanding observation that terminal zygotic buds preferentially inherit a single mitochondrial genotype. The rate of redistribution of complexes and organelles determines whether their inheritance will be uniform.",differential inheritance;prions;zygotes;septin morphogenesis;mitochondria;formins
J R Soc Interface. 2012 Dec 7; 9(77): 3329–3337.,10.1098/rsif.2012.0374,PMC3481564,22977104,Compass magnetoreception in birds arising from photo-induced radical pairs in rotationally disordered cryptochromes,Jason C. S. Lau;Christopher T. Rodgers;P. J. Hore,"Physical and Theoretical Chemistry Laboratory, Department of Chemistry, University of Oxford, Oxford OX1 3QZ, UK;*Author for correspondence (ku.ca.xo.mehc@eroh.retep).;†Present address: Centre for Clinical Magnetic Resonance Research, University of Oxford, John Radcliffe Hospital, Department of Cardiovascular Medicine, Oxford OX3 9DU, UK.","According to the radical pair model, the magnetic compass sense of migratory birds relies on photochemical transformations in the eye to detect the direction of the geomagnetic field. Magnetically sensitive radical pairs are thought to be generated in cryptochrome proteins contained in magnetoreceptor cells in the retina. A prerequisite of the current model is for some degree of rotational ordering of both the cryptochromes within the cells and of the cells within the retina so that the directional responses of individual molecules do not average to zero. Here, it is argued that anisotropic distributions of radical pairs can be generated by the photoselection effects that arise from the directionality of the light entering the eye. Light-induced rotational order among the transient radical pairs rather than intrinsic ordering of their molecular precursors is seen as the fundamental condition for a magnetoreceptor cell to exhibit an anisotropic response. A theoretical analysis shows that a viable compass magnetoreceptor could result from randomly oriented cryptochromes contained in randomly oriented cells distributed around the retina.",animal navigation;cryptochrome;magnetic compass;migratory birds;photoselection;radical pair mechanism
FEBS Lett. 2012 Aug 14; 586(17): 2638–2647.,10.1016/j.febslet.2012.04.015,PMC7094393,22576124,Plasticity of PDZ domains in ligand recognition and signaling,Ylva Ivarsson,"
1Terrence Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, Ontario, Canada;Ylva Ivarsson, Email: gro.balmik@nossravi.avly.","The PDZ domain is a protein–protein interacting module that plays an important role in the organization of signaling complexes. The recognition of short intrinsically disordered C‐terminal peptide motifs is the archetypical PDZ function, but the functional repertoire of this versatile module also includes recognition of internal peptide sequences, dimerization and phospholipid binding. The PDZ function can be tuned by various means such as allosteric effects, changes of physiological buffer conditions and phosphorylation of PDZ domains and/or ligands, which poses PDZ domains as dynamic regulators of cell signaling. This review is focused on the plasticity of the PDZ interactions.",PDZ;Signaling;Scaffolding protein;Phosphoinositide;Lipid binding
Cell Rep. 2012 Aug 30; 2(2): 249–256.,10.1016/j.celrep.2012.06.022,PMC3533372,22938865,Protein Biophysics Explains Why Highly Abundant Proteins Evolve Slowly,Adrian W.R. Serohijos;Zilvinas Rimas;Eugene I. Shakhnovich,"1Department of Chemistry and Chemical Biology, Harvard University, Cambridge, MA 02138, USA;2Department of Physics, University of Cambridge, Cambridge CB3 0HE, UK;*Correspondence: ude.dravrah.yrtsimehc@hcivonhkahs","The consistent observation across all kingdoms of life that highly abundant proteins evolve slowly demonstrates that cellular abundance is a key determinant of protein evolutionary rate. However, other empirical findings, such as the broad distribution of evolutionary rates, suggest that additional variables determine the rate of protein evolution. Here, we report that under the global selection against the cytotoxic effects of misfolded proteins, folding stability (ΔG), simultaneous with abundance, is a causal variable of evolutionary rate. Using both theoretical analysis and multiscale simulations, we demonstrate that the anticorrelation between the pre-mutation ΔG and the arising mutational effect (ΔΔG), purely biophysical in origin, is a necessary requirement for abundance–evolutionary rate covariation. Additionally, we predict and demonstrate in bacteria that the strength of abundance–evolutionary rate correlation depends on the divergence time separating reference genomes. Altogether, these results highlight the intrinsic role of protein biophysics in the emerging universal patterns of molecular evolution.",
Methods Cell Biol. 2012; 108: 367–393.,10.1016/B978-0-12-386487-1.00017-1,PMC3626500,22325611,Analysis of cholesterol trafficking with fluorescent probes,Frederick R. Maxfield;Daniel Wüstner,"1Department of Biochemistry, Weill Cornell Medical College, 1300 York Ave., New York, NY 10065, USA;2Department of Biochemistry and Molecular Biology, University of Southern Denmark, DK-5230 Odense M, Denmark;Correspondence: Frederick R. Maxfield, Department of Biochemistry, Room E-215, Weill Cornell Medical College 1300 York Ave., New York, NY 10065, USA, Tel: (1) 212 746 6405, Fax: (1) 212 746 8875, ude.llenroc.dem@eifxamrf Or Daniel Wüstner, Department of Biochemistry and Molecular Biology, University of Southern Denmark, DK-5230, Odense M, Denmark, Tel.: (45) 6550 2405, Fax: (45) 6550 2467, kd.uds.bmb@rentseuw","Cholesterol plays an important role in determining the biophysical properties of biological membranes, and its concentration is tightly controlled by homeostatic processes. The intracellular transport of cholesterol among organelles is a key part of the homeostatic mechanism, but sterol transport processes are not well understood. Fluorescence microscopy is a valuable tool for studying intracellular transport processes, but this method can be challenging for lipid molecules because addition of a fluorophore may alter the properties of the molecule greatly. We discuss the use of fluorescent molecules that can bind to cholesterol to reveal its distribution in cells. We also discuss the use of intrinsically fluorescent sterols that closely mimic cholesterol, as well as some minimally modified fluorophore-labeled sterols. Methods for imaging these sterols by conventional fluorescence microscopy and by multiphoton microscopy are described. Some label-free methods for imaging cholesterol itself are also discussed briefly.",Fluorescence microscopy;multiphoton microscopy;filipin;cholesterol;dehydroergosterol;cholestatrienol;BODIPY-cholesterol
Q Rev Biophys. 2012 Aug; 45(3): 257–299.,10.1017/S0033583512000054,PMC4866820,22850561,Bullied no more:when and how DNA shoves proteins around,Jonathan M. Fogg;Graham L. Randall;B. Montgomery Pettitt;De Witt L. Sumners;Sarah A. Harris;Lynn Zechiedrich,"1Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, TX 77030-3411, USA;2Program in Structural and Computational Biology and Molecular Biophysics, Baylor College of Medicine, Houston, TX 77030-3411, USA;3Department of Chemistry, University of Houston, Houston, TX 77204-5003, USA;4Department of Mathematics, Florida State University, Tallahassee, FL 32306-4510, USA;5School of Physics and Astronomy, University of Leeds, Leeds LS2 9JT, UK;#Contributed equally.;†Author for correspondence: Lynn Zechiedrich, Department of Molecular Virology and Microbiology, Baylor College of Medicine, Houston, TX 77030-3411, USA. Tel.: 1 (713) 798-5126; Fax: 1 (713) 798-7375; ude.mcb@zle","The predominant protein-centric perspective in protein–DNA-binding studies assumes that the protein drives the interaction. Research focuses on protein structural motifs, electrostatic surfaces and contact potentials, while DNA is often ignored as a passive polymer to be manipulated. Recent studies of DNA topology, the supercoiling, knotting, and linking of the helices, have shown that DNA has the capability to be an active participant in its transactions. DNA topology-induced structural and geometric changes can drive, or at least strongly influence, the interactions between protein and DNA. Deformations of the B-form structure arise from both the considerable elastic energy arising from supercoiling and from the electrostatic energy. Here, we discuss how these energies are harnessed for topology-driven, sequence-specific deformations that can allow DNA to direct its own metabolism.",
J Mol Biol. 2012 Aug 24; 421(4-5): 653–661.,10.1016/j.jmb.2012.02.003,PMC3371317,22343013,DnaJA1 antagonizes constitutive Hsp70-mediated stabilization of tau,Jose F. Abisambra;Umesh K. Jinwal;Amirthaa Suntharalingam;Karthik Arulselvam;Sarah Brady;Mattew Cockman;Ying Jin;Bo Zhang;Chad A. Dickey,"1Department of Molecular Medicine, Byrd Alzheimer's Research Institute, University of South Florida, Tampa, Florida;2College of Pharmacy, Byrd Alzheimer's Research Institute, University of South Florida, Tampa, Florida;Corresponding author, Chad A. Dickey1, ude.fsu.htlaeh@yekcidc, 4001E Fletcher Ave MDC36, Tampa, FL 33613, Telephone: (813) 396-0639;*Currently at the University of Florida, Gainesville, FL",Poly-glutamine-84 ataxin 3 was provided by Dr. Henry Paulson (University of Michigan). DnaJA1 and Hsp70 were made in the pCMV6 plasmid backbone. Tau mutants were generated in wildtype tau in a pcDNA3.1 vector. Wild type synuclein and tau were provided by Dr. Michael Hutton (Mayo Clinic).,
PLoS One. 2012; 7(6): e39308.,10.1371/journal.pone.0039308,PMC3376124,22720092,Prediction of Protein Domain with mRMR Feature Selection and Analysis,Bi-Qing Li;Le-Le Hu;Lei Chen;Kai-Yan Feng;Yu-Dong Cai;Kuo-Chen Chou,"
1
Institute of Systems Biology, Shanghai University, Shanghai, China, 
;
2
Key Laboratory of Systems Biology, Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences, Shanghai, China, 
;
3
Shanghai Center for Bioinformation Technology, Shanghai, China, 
;
4
College of Information Engineering, Shanghai Maritime University, Shanghai, China, 
;
5
Gordon Life Science Institute, San Diego, California, United States of America, 
;Uni. of South Florida, United States of America;#Contributed equally.;* E-mail: )CDY( nc.moc.oohay@duy_iac (YC); )CCK( gro.ecneicsefilnodrog@uohcck (KC);Conceived and designed the experiments: BQL LLH YDC. Performed the experiments: BQL LLH. Analyzed the data: BQL KCC. Contributed reagents/materials/analysis tools: BQL LC. Wrote the paper: BQL KYF KCC.",Conceived and designed the experiments: BQL LLH YDC. Performed the experiments: BQL LLH. Analyzed the data: BQL KCC. Contributed reagents/materials/analysis tools: BQL LC. Wrote the paper: BQL KYF KCC.,
