citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
J Am Chem Soc. 2011 Dec 7; 133(48): 19536–19546.,10.1021/ja208657z,PMC3227348,22029383,Explaining the Structural Plasticity of α-Synuclein,Orly Ullman;Charles K. Fisher;Collin M. Stultz,"†Department of Chemistry, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139-4307, United States ;‡Committee on Higher Degrees in Biophysics, Harvard University,  Cambridge, Massachusetts 02139-4307, United States ;§Harvard-MIT Division of Health Sciences and Technology, Department of Electrical Engineering and Computer Science, Research Laboratory of Electronics, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139-4307, United States ;Email: ude.tim@ztlutsmc","The residual contact map shown in Figure ​Figure8A8A represents the stability of a long-range contact between two residues in our ensemble compared to what one would expect from a random coil ensemble. Therefore, to compute the contact map, we first need to generate a random coil ensemble for α-synuclein. We used the publicly available random coil ensemble posted in a web repository.(52) The ensemble contains 5000 structures; we therefore randomly selected 299 structures to ensure the two ensembles are of the same size. The selection process was repeated 20 times in order to reflect the full ensemble and each measurement of interest was averaged over this collection. The random coil model used to form this ensemble uses statistical potential and excluded volume constraints;(52) no α-synuclein experimental data was included in generating the ensemble.",
PLoS One. 2011; 6(1): e15610.,10.1371/journal.pone.0015610,PMC3017539,21249122,"Crystal Structure of Escherichia coli CusC, the Outer Membrane Component of a Heavy Metal Efflux Pump",Rithika Kulathila;Ragini Kulathila;Mridhu Indic;Bert van den Berg,"
University of Massachusetts Medical School, Program in Molecular Medicine, Worcester, Massachusetts, United States of America, 
;University of Cambridge, United Kingdom;#Contributed equally.;* E-mail: ude.demssamu@grebnednav.treb;Conceived and designed the experiments: BvdB. Performed the experiments: BvdB MI Rithika Kulathila Ragini Kulathila. Analyzed the data: BvdB. Contributed reagents/materials/analysis tools: BvdB. Wrote the paper: BvdB.",Conceived and designed the experiments: BvdB. Performed the experiments: BvdB MI Rithika Kulathila Ragini Kulathila. Analyzed the data: BvdB. Contributed reagents/materials/analysis tools: BvdB. Wrote the paper: BvdB.,
Proc Natl Acad Sci U S A. 2011 Jul 26; 108(30): 12283-12288.,10.1073/pnas.1105848108,PMC3145696,21730181,Architecture of the high mobility group nucleosomal protein 2-nucleosome complex as revealed by methyl-based NMR,Hidenori Kato;Hugo van Ingen;Bing-Rui Zhou;Hanqiao Feng;Michael Bustin;Lewis E. Kay;Yawen Bai,"aLaboratory of Biochemistry and Molecular Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892; ;bDepartments of Molecular Genetics, Biochemistry, and Chemistry, University of Toronto, Toronto, ON, Canada M5S 1A8; ;cLaboratory of Metabolism, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892;2To whom correspondence should be addressed. E-mail: vog.hin.xileh@neway.;Edited by Adriaan Bax, National Institutes of Health, Bethesda, MD, and approved May 31, 2011 (received for review April 13, 2011);Author contributions: H.K., H.v.I., B.-R.Z., H.F., L.E.K., and Y.B. designed research; H.K., H.v.I., B.-R.Z., and H.F. performed research; H.K., H.v.I., B.-R.Z., H.F., L.E.K., and Y.B. analyzed data; and H.v.I., M.B., L.E.K., and Y.B. wrote the paper.;1H.K., H.v.I., and B.-R.Z. contributed equally to this work.","Chromatin structure and function are regulated by numerous proteins through specific binding to nucleosomes. The structural basis of many of these interactions is unknown, as in the case of the high mobility group nucleosomal (HMGN) protein family that regulates various chromatin functions, including transcription. Here, we report the architecture of the HMGN2-nucleosome complex determined by a combination of methyl-transverse relaxation optimized nuclear magnetic resonance spectroscopy (methyl-TROSY) and mutational analysis. We found that HMGN2 binds to both the acidic patch in the H2A-H2B dimer and to nucleosomal DNA near the entry/exit point, “stapling” the histone core and the DNA. These results provide insight into how HMGNs regulate chromatin structure through interfering with the binding of linker histone H1 to the nucleosome as well as a structural basis of how phosphorylation induces dissociation of HMGNs from chromatin during mitosis. Importantly, our approach is generally applicable to the study of nucleosome-binding interactions in chromatin.",
J Phys Chem B. 2011 Jul 28; 115(29): 9116–9129.,10.1021/jp2012864,PMC3443978,21721551,Probing the Thermodynamics of Competitive Ion Binding Using Minimum Energy Structures,David M. Rogers;Susan B. Rempe,"Center for Biological and Materials Sciences, MS 0895, Sandia National Laboratories, Albuquerque, New Mexico 87185, USA;Correspondence to: vog.aidnas@epmerls","Ion binding is known to affect the properties of biomolecules and is directly involved in many biochemical pathways. Because of the highly polar environments where such ions are found, a quantum-mechanical treatment is preferable for understanding the energetics of competitive ion binding. Due to computational cost, a quantum mechanical treatment may involve several approximations, however, whose validity can be difficult to determine. Using thermodynamic cycles, we show how intuitive models for complicated ion binding reactions can be built up from simplified, isolated ion-ligand binding site geometries suitable for quantum mechanical treatment. First the ion binding free energies of individual, minimum energy structures determine their intrinsic ion selectivities. Next, the relative propensity for each minimum energy structure is determined locally from the balance of ion-ligand and ligand-ligand interaction energies. Finally, the environment external to the binding site exerts its influence both through long-ranged dispersive and electrostatic interactions with the binding site as well as indirectly through shifting the binding site compositional and structural preferences. The resulting picture unifies field-strength, topological control, and phase activation viewpoints into a single theory that explicitly indicates the important role of solute coordination state on overall reaction energetics. As an example, we show that the Na+ →K+ selectivities can be recovered by correctly considering the conformational contribution to the selectivity. This can be done even when constraining configuration space to the neighborhood around a single, arbitrarily chosen, minimum energy structure. Structural regions around minima for K+- and Na+-water clusters are exhibited that display both rigid/mechanical and disordered/entropic selectivity mechanisms for both Na+ and K+. Thermodynamic consequences of the theory are discussed with an emphasis on the role of coordination structure in determining experimental properties of ions in complex biological environments.",
J Mol Biol. 2011 Sep 16; 412(2): 155–164.,10.1016/j.jmb.2011.06.041,PMC3513267,21741980,cAMP-DEPENDENT PROTEIN KINASE A SELECTS THE EXCITED STATE OF THE MEMBRANE SUBSTRATE PHOSPHOLAMBAN,Larry R. Masterson;Tao Yu;Lei Shi;Yi Wang;Martin Gustavsson;Michael M. Mueller;Gianluigi Veglia,"aDepartment of Biochemistry, Molecular Biology and Biophysics, University of Minnesota, Minneapolis, MN 55455;bDepartment of Chemistry, University of Minnesota, Minneapolis, MN 55455;Address Correspondence to: Gianluigi Veglia, Department of Biochemistry, Biophysics, and Molecular Biology, University of Minnesota, 6-155 Jackson Hall, MN 55455. Telephone: (612) 625-0758. Fax: (612) 625-2163, ude.nmu@100ilgev","Phosphorylation of membrane proteins is a central regulatory and signaling mechanism across cell compartments. However, the recognition process and phosphorylation mechanism of membrane-bound substrates by kinases are virtually unknown. cAMP-dependent protein kinase A (PKA) is a ubiquitous enzyme that phosphorylates several soluble and membrane-bound substrates. In cardiomyocytes, PKA targets phospholamban (PLN), a membrane protein that inhibits the sarcoplasmic reticulum Ca2+-ATPase (SERCA). In the unphosphorylated state, PLN binds SERCA, reducing the calcium uptake and generating muscle contraction. PKA phosphorylation of PLN at S16 in the cytoplasmic helix relieves SERCA inhibition, initiating muscle relaxation. Using steady state kinetic assays, NMR spectroscopy, and molecular modeling we show that PKA recognizes and phosphorylates the excited, membrane detached R state of PLN. By promoting PLN from a ground state to excited state, we obtained a linear relationship between rate of phosphorylation and population of the excited state of PLN. The conformational equilibrium of PLN is crucial to regulate the extent of PLN phosphorylation as well as SERCA inhibition.",
J Biol Chem. 2012 Jan 2; 287(1): 268–275.,10.1074/jbc.M111.316265,PMC3249077,22065585,Conserved Structural Mechanisms for Autoinhibition in IpaH Ubiquitin Ligases*,Yang-Chieh Chou;Alexander F. A. Keszei;John R. Rohde;Mike Tyers;Frank Sicheri,"From the ‡Samuel Lunenfeld Research Institute, Toronto, Ontario M5G 1X5, Canada, ;the §Department of Molecular Genetics, University of Toronto, Toronto, Ontario M5S 1A8, Canada, ;the ¶Department of Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia B3H 1V7, Canada, and ;the ‖Institute for Research in Immunology and Cancer, Université de Montréal, Montréal, Québec H3T 1J4, Canada;2 Supported by a Canada Research Chair in Systems and Synthetic Biology. To whom correspondence may be addressed. Tel.: 514-343-6668; E-mail: ac.laertnomu@sreyt.dm.;3 Supported by a Canada Research Chair in Structural Biology of Signal Transduction. To whom correspondence may be addressed. Tel.: 416-586-8471; E-mail: ac.dlefnenul@irehcis.;1Supported by a Canadian Institutes of Health Research Doctoral Research Scholarship.","The IpaH family of novel E3 ligase (NEL) enzymes occur in a variety of pathogenic and commensal bacteria that interact with eukaryotic hosts. We demonstrate that the leucine-rich repeat (LRR) substrate recognition domains of different IpaH enzymes autoinhibit the enzymatic activity of the adjacent catalytic novel E3 ligase domain by two distinct but conserved structural mechanisms. Autoinhibition is required for the in vivo biological activity of two IpaH enzymes in a eukaryotic model system. Autoinhibition was retro-engineered into a constitutively active IpaH enzyme from Yersinia pestis by introduction of single site substitutions, thereby demonstrating the conservation of autoregulatory infrastructure across the IpaH enzyme family.",Bacteria;Bacterial Pathogenesis;E3 Ubiquitin Ligase;Enzyme Mechanisms;Ubiquitin;IpaH;Autoinhibition
Nucleic Acids Res. 2011 Jul; 39(13): 5715–5728.,10.1093/nar/gkr125,PMC3141245,21415010,The structural basis for recognition of base J containing DNA by a novel DNA binding domain in JBP1,"Tatjana Heidebrecht;Evangelos Christodoulou;Michael J. Chalmers;Sabrina Jan;Bas ter Riet;Rajesh K. Grover;Robbie P. Joosten;Dene Littler;Henri van Luenen;Patrick R. Griffin;Paul Wentworth, Jr;Piet Borst;Anastassis Perrakis","1Division of Biochemistry, The Netherlands Cancer Institute, Plesmanlaan 121, 1066 CX Amsterdam, The Netherlands, 2Department of Molecular Therapeutics, The Scripps Research Institute, 130 Scripps Way, Jupiter, FL 33458, USA, 3Division of Molecular Biology, The Netherlands Cancer Institute, Plesmanlaan 121, 1066 CX Amsterdam, The Netherlands, 4Department of Chemistry and The Skaggs Institute for Chemical Biology, The Scripps Research Institute, 10550 N. Torrey Pines Rd, La Jolla, CA 92037, USA and 5Department of Biochemistry, The University of Oxford, South Parks Road, Oxford, OX1 3QU, UK;*To whom correspondence should be addressed. Tel: +31205121951; Fax: +31205121954; Email: ln.ikn@sikarrep.a;Present addresses: Evangelos Christodoulou, Division of Molecular Structure, National Institute for Medical Research, The Ridgeway, Mill Hill, London NW7 1AA, UK.;Rajesh K. Grover, Department of Molecular Biology, The Scripps Research Institute, 10550 North Torrey Pines Road, La Jolla, CA 92037, USA.","The J-binding protein 1 (JBP1) is essential for biosynthesis and maintenance of DNA base-J (β-d-glucosyl-hydroxymethyluracil). Base-J and JBP1 are confined to some pathogenic protozoa and are absent from higher eukaryotes, prokaryotes and viruses. We show that JBP1 recognizes J-containing DNA (J-DNA) through a 160-residue domain, DB-JBP1, with 10 000-fold preference over normal DNA. The crystal structure of DB-JBP1 revealed a helix-turn-helix variant fold, a ‘helical bouquet’ with a ‘ribbon’ helix encompassing the amino acids responsible for DNA binding. Mutation of a single residue (Asp525) in the ribbon helix abrogates specificity toward J-DNA. The same mutation renders JBP1 unable to rescue the targeted deletion of endogenous JBP1 genes in Leishmania and changes its distribution in the nucleus. Based on mutational analysis and hydrogen/deuterium-exchange mass-spectrometry data, a model of JBP1 bound to J-DNA was constructed and validated by small-angle X-ray scattering data. Our results open new possibilities for targeted prevention of J-DNA recognition as a therapeutic intervention for parasitic diseases.",
J Biol Chem. 2012 Jan 2; 287(1): 337–346.,10.1074/jbc.M111.302901,PMC3249085,22081604,Low Resolution Structure and Dynamics of a Colicin-Receptor Complex Determined by Neutron Scattering*,Luke A. Clifton;Christopher L. Johnson;Alexandra S. Solovyova;Phil Callow;Kevin L. Weiss;Helen Ridley;Anton P. Le Brun;Christian J. Kinane;John R. P. Webster;Stephen A. Holt;Jeremy H. Lakey,"From the ‡ISIS Spallation Neutron Source, Rutherford Appleton Laboratory, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0QX, United Kingdom, ;the §Institute for Cell and Molecular Biosciences, The Medical School, University of Newcastle, Framlington Place, Newcastle-upon-Tyne NE2 4HH, United Kingdom, ;the ¶Partnership for Structural Biology, Institut Laue Langevin, 6 Rue Jules Horowitz, 38042 Grenoble, France, and ;the ‖Center for Structural Molecular Biology, Oak Ridge National Laboratory, Oak Ridge, Tennessee 37831;3 To whom correspondence should be addressed. Tel.: 44-1912228865; Fax: 44-1912227442; E-mail: ku.ca.lcn@yekaL.ymereJ.;1Both authors contributed equally to this work.;2Present address: Bragg Institute, Australian Nuclear Science and Technology Organisation, Locked Bag 2001, Kirrawee DC, New South Wales 2232, Australia.","Proteins that translocate across cell membranes need to overcome a significant hydrophobic barrier. This is usually accomplished via specialized protein complexes, which provide a polar transmembrane pore. Exceptions to this include bacterial toxins, which insert into and cross the lipid bilayer itself. We are studying the mechanism by which large antibacterial proteins enter Escherichia coli via specific outer membrane proteins. Here we describe the use of neutron scattering to investigate the interaction of colicin N with its outer membrane receptor protein OmpF. The positions of lipids, colicin N, and OmpF were separately resolved within complex structures by the use of selective deuteration. Neutron reflectivity showed, in real time, that OmpF mediates the insertion of colicin N into lipid monolayers. This data were complemented by Brewster Angle Microscopy images, which showed a lateral association of OmpF in the presence of colicin N. Small angle neutron scattering experiments then defined the three-dimensional structure of the colicin N-OmpF complex. This revealed that colicin N unfolds and binds to the OmpF-lipid interface. The implications of this unfolding step for colicin translocation across membranes are discussed.",Bacterial Toxins;Escherichia coli;Lipids;Membrane Biophysics;Neutron Scattering;Colicin;Deuteration;OmpF;Outer Membrane;Lipid Monolayer;SANS;Deuteration;Porin
Proc Natl Acad Sci U S A. 2011 Apr 12; 108(15): 6008–6013.,10.1073/pnas.1018572108,PMC3076832,21444777,Shear rheology of lipid monolayers and insights on membrane fluidity,Gabriel Espinosa;Iván López-Montero;Francisco Monroy;Dominique Langevin,"aLaboratoire de Physique des Solides, Université Paris Sud XI, Unité Mixte de Recherche Centre National de la Recherche Scientifique 8502, 91405 Orsay, France; and ;bMechanics of Biological Membranes and Biorheology, Department of Physical Chemistry I, Universidad Complutense, 28040 Madrid, Spain;1To whom correspondence may be addressed. E-mail: se.mcu.miuq@yornom or rf.dusp-u.spl@nivegnal.;Edited* by Benjamin Widom, Cornell University, Ithaca, NY, and approved February 16, 2011 (received for review December 10, 2010);Author contributions: F.M. and D.L. designed research; G.E., I.L.-M., and F.M. performed research; I.L.-M. contributed new reagents/analytic tools; F.M. analyzed data; and F.M. and D.L. wrote the paper.","The concept of membrane fluidity usually refers to a high molecular mobility inside the lipid bilayer which enables lateral diffusion of embedded proteins. Fluids have the ability to flow under an applied shear stress whereas solids resist shear deformations. Biological membranes require both properties for their function: high lateral fluidity and structural rigidity. Consequently, an adequate account must include, in addition to viscosity, the possibility for a nonzero shear modulus. This knowledge is still lacking as measurements of membrane shear properties have remained incomplete so far. In the present contribution we report a surface shear rheology study of different lipid monolayers that model distinct biologically relevant situations. The results evidence a large variety of mechanical behavior under lateral shear flow.",
Protein Sci. 2011 May; 20(5): 849–855.,10.1002/pro.610,PMC3125869,21384453,Polypeptide binding specificities of Saccharomyces cerevisiae oligosaccharyltransferase accessory proteins Ost3p and Ost6p,M Fairuz B Jamaluddin;Ulla-Maja Bailey;Nikki YJ Tan;Anthony P Stark;Benjamin L Schulz,"School of Chemistry and Molecular Biosciences, The University of Queensland, Brisbane, Queensland 4072, Australia;*Correspondence to: Benjamin L. Schulz, School of Chemistry and Molecular Biosciences, The University of Queensland, Brisbane, Queensland 4072, Australia. E-mail: ua.ude.qu@zluhcs.b","Asparagine-linked glycosylation is a common and vital co- and post-translocational modification of diverse secretory and membrane proteins in eukaryotes that is catalyzed by the multiprotein complex oligosaccharyltransferase (OTase). Two isoforms of OTase are present in Saccharomyces cerevisiae, defined by the presence of either of the homologous proteins Ost3p or Ost6p, which possess different protein substrate specificities at the level of individual glycosylation sites. Here we present in vitro characterization of the polypeptide binding activity of these two subunits of the yeast enzyme, and show that the peptide-binding grooves in these proteins can transiently bind stretches of polypeptide with amino acid characteristics complementary to the characteristics of the grooves. We show that Ost6p, which has a peptide-binding groove with a strongly hydrophobic base lined by neutral and basic residues, binds peptides enriched in hydrophobic and acidic amino acids. Further, by introducing basic residues in place of the wild type neutral residues lining the peptide-binding groove of Ost3p, we engineer binding of a hydrophobic and acidic peptide. Our data supports a model of Ost3/6p function in which they transiently bind stretches of nascent polypeptide substrate to inhibit protein folding, thereby increasing glycosylation efficiency at nearby asparagine residues.",N-glycosylation;oligosaccharyltransferase;mass spectrometry;protein-peptide interactions
Proteins. 2011 Jul; 79(7): 2247–2259.,10.1002/prot.23050,PMC3577374,21590744,The Role of Tyrosine 71 in Modulating the Flap Conformations of BACE1,Steven A. Spronk;Heather A. Carlson,"Steven A. Spronk,  Department of Medicinal Chemistry, College of Pharmacy, University of Michigan;;Contributor Information.;Corresponding author: Steven A. Spronk, Bristol-Myers Squibb Company, Mail stop 21-1.01, P. O. Box 5400, Princeton, NJ 08543-5400, 609-818-5875 (phone), 609-818-3545 (fax), moc.smb@knorps.nevets","β-site amyloid precursor protein cleaving enzyme 1 (BACE1) is a potential target for treating Alzheimer’s disease. BACE1’s binding site is partially covered by a flexible loop on its N-terminal domain, known as the “flap,” which has been found in several conformations in crystal structures of BACE1 and other aspartyl proteases. The side chain of the invariant residue Tyr71 on the flap adopts several rotameric orientations, leading to our hypothesis that the orientation of this residue dictates the movement and conformations available to the flap. We investigated this hypothesis by performing 220 ns of molecular dynamics simulations of bound and unbound wild-type BACE1 as well as the unbound Y71A mutant. Our findings indicate that the flap exhibits various degrees of mobility and adopts different conformations depending on the Tyr71 orientation. Surprisingly, the “self-inhibited” form is stable in our simulations, making it a reasonable target for drug design. The alanine mutant, lacking a large side chain at position 71, displays significant differences in flap dynamics from wild type, freely sampling very open and closed conformations. Our simulations show that Tyr71, in addition to its previously determined functions in catalysis and substrate binding, has the important role of modulating flap conformations in BACE1.",beta-site amyloid precursor protein cleaving enzyme 1;beta-secretase;Alzheimer’s disease;molecular dynamics simulations;protein flexibility
J Virol. 2011 May; 85(10): 4707–4719.,10.1128/JVI.02223-10,PMC3126213,21367887,"Helix-Destabilizing, β-Branched, and Polar Residues in the Baboon Reovirus p15 Transmembrane Domain Influence the Modularity of FAST Proteins
▿",Eileen K. Clancy;Roy Duncan,"1Department of Microbiology and Immunology;2Department of Pediatrics;3Department of Biochemistry and Molecular Biology, Dalhousie University, Halifax, Nova Scotia, Canada B3H 1X5;*Corresponding author. Mailing address: Department of Microbiology and Immunology, Tupper Medical Building, Rm. 7S-1, Dalhousie University, Halifax, NS, Canada B3H 1X5. Phone: (902) 494-6770. Fax: (902) 494-5125. E-mail: ac.lad@nacnuD.yoR.","The fusogenic reoviruses induce syncytium formation using the fusion-associated small transmembrane (FAST) proteins. A recent study indicated the p14 FAST protein transmembrane domain (TMD) can be functionally replaced by the TMDs of the other FAST proteins but not by heterologous TMDs, suggesting that the FAST protein TMDs are modular fusion units. We now show that the p15 FAST protein is also a modular fusogen, as indicated by the functional replacement of the p15 ectodomain with the corresponding domain from the p14 FAST protein. Paradoxically, the p15 TMD is not interchangeable with the TMDs of the other FAST proteins, implying that unique attributes of the p15 TMD are required when this fusion module is functioning in the context of the p15 ecto- and/or endodomain. A series of point substitutions, truncations, and reextensions were created in the p15 TMD to define features that are specific to the functioning of the p15 TMD. Removal of only one or two residues from the N terminus or four residues from the C terminus of the p15 TMD eliminated membrane fusion activity, and there was a direct correlation between the fusion-promoting function of the p15 TMD and the presence of N-terminal, hydrophobic β-branched residues. Substitution of the glycine residues and triserine motif present in the p15 TMD also impaired or eliminated the fusion-promoting activity of the p15 TMD. The ability of the p15 TMD to function in an ecto- and endodomain-specific context is therefore influenced by stringent sequence requirements that reflect the importance of TMD polar residues and helix-destabilizing residues.",
BMC Biophys. 2011; 4: 11.,10.1186/2046-1682-4-11,PMC3116483,21595868,Thermotropic phase behavior and headgroup interactions of the nonbilayer lipids phosphatidylethanolamine and monogalactosyldiacylglycerol in the dry state,Antoaneta V Popova;Dirk K Hincha,"1Max-Planck-Institut für Molekulare Pflanzenphysiologie, Am Mühlenberg 1, D-14476 Potsdam, Germany;2Institute of Biophysics, Bulgarian Academy of Sciences, 1113 Sofia, Bulgaria;Corresponding author.;Antoaneta V Popova: gb.sab.12oib@avopop;  Dirk K Hincha: ed.gpm.mlog-pmipm@ahcnih ","Although biological membranes are organized as lipid bilayers, they contain a substantial fraction of lipids that have a strong tendency to adopt a nonlamellar, most often inverted hexagonal (HII) phase. The polymorphic phase behavior of such nonbilayer lipids has been studied previously with a variety of methods in the fully hydrated state or at different degrees of dehydration. Here, we present a study of the thermotropic phase behavior of the nonbilayer lipids egg phosphatidylethanolamine (EPE) and monogalactosyldiacylglycerol (MGDG) with a focus on interactions between the lipid molecules in the interfacial and headgroup regions.",
Biol Direct. 2011; 6: 8.,10.1186/1745-6150-6-8,PMC3044110,21306633,Evolutionary patterns of phosphorylated serines,Yerbol Z Kurmangaliyev;Alexander Goland;Mikhail S Gelfand,"1Institute for Information Transmission Problems (the Kharkevich Institute) RAS, Bolshoi Karetny pereulok 19, Moscow, 127994, Russia;2National Center for Biotechnology of the Republic of Kazakhstan, Valikhanov str., 13/1, Astana, 010000, Republic of Kazakhstan;3Faculty of Bioengineering and Bioinformatics, Moscow State University, Vorobievy Gory 1-73, Moscow, 119991, Russia;Corresponding author.;Yerbol Z Kurmangaliyev: ur.liam@ilagnamruk;  Alexander Goland: ur.xednay@dnalogxela;  Mikhail S Gelfand: ur.ptii@dnafleg ","Posttranslationally modified amino acids are chemically distinct types of amino acids and in terms of evolution they might behave differently from their non-modified counterparts. In order to check this possibility, we reconstructed the evolutionary history of phosphorylated serines in several groups of organisms. Comparisons of substitution vectors have revealed some significant differences in the evolution of modified and corresponding non-modified amino acids. In particular, phosphoserines are more frequently substituted to aspartate and glutamate, compared to non-phosphorylated serines.",
PLoS One. 2011; 6(9): e24481.,10.1371/journal.pone.0024481,PMC3169606,21931728,Pub1p C-Terminal RRM Domain Interacts with Tif4631p through a Conserved Region Neighbouring the Pab1p Binding Site,Clara M. Santiveri;Yasmina Mirassou;Palma Rico-Lastres;Santiago Martínez-Lumbreras;José Manuel Pérez-Cañadillas,"
Department of Biological Physical Chemistry, Instituto de Química-Física “Rocasolano”, CSIC, Madrid, Spain, 
;University of Kent, United Kingdom;#Contributed equally.;* E-mail: se.cisc.rfqi@zerepmj;Conceived and designed the experiments: JMP-C. Performed the experiments: YM SM-L PR-L JMP-C. Analyzed the data: CS YM SM-L JMP-C. Wrote the paper: CS JMP-C.;¤Current address: Department of Chemical and Physical Biology, Centro de Investigaciones Biológicas, CSIC, Madrid, Spain",Conceived and designed the experiments: JMP-C. Performed the experiments: YM SM-L PR-L JMP-C. Analyzed the data: CS YM SM-L JMP-C. Wrote the paper: CS JMP-C.,
Proc Natl Acad Sci U S A. 2011 Jun 14; 108(24): 9833–9838.,10.1073/pnas.1106766108,PMC3116388,21622852,Macromolecular assembly of polycystin-2 intracytosolic C-terminal domain,Frederico M. Ferreira;Leandro C. Oliveira;Gregory G. Germino;José N. Onuchic;Luiz F. Onuchic,"aDivision of Nephrology, University of São Paulo School of Medicine, 01246-903, São Paulo, Brazil; ;bLaboratory of Immunology, Heart Institute, University of São Paulo School of Medicine, 05403-900, São Paulo, Brazil; ;cCenter for Theoretical Biological Physics, University of California at San Diego, La Jolla, CA 92093; ;dNational Institute of Diabetes, Digestive, and Kidney Diseases, Bethesda, MD 20892-2560;1To whom correspondence may be addressed. E-mail: ude.dscu@cihcunoj, rb.psu@cihcunol, or rb.psu.mf.21mil@mfarierref.;Contributed by José N. Onuchic, April 28, 2011 (sent for review March 20, 2011);Author contributions: F.M.F., L.C.O., G.G.G., J.N.O., and L.F.O. designed research; F.M.F. and L.C.O. performed research; F.M.F., L.C.O., J.N.O., and L.F.O. analyzed data; and F.M.F., L.C.O., G.G.G., J.N.O., and L.F.O. wrote the paper.","Contributed by José N. Onuchic, April 28, 2011 (sent for review March 20, 2011)",
Front Microbiol. 2011; 2: 136.,10.3389/fmicb.2011.00136,PMC3127085,21743810,Type IVB Secretion Systems of Legionella and Other Gram-Negative Bacteria,Hiroki Nagai;Tomoko Kubori,"1Research Institute for Microbial Diseases, Osaka University, Osaka, Japan;2Graduate School of Frontier Biosciences, Osaka University, Osaka, Japan;Edited by: Carmen Buchrieser, Pasteur Institute, France;Reviewed by: Christoph Dehio, Biozentrum University of Basel, Switzerland; Rémi Fronzes, CNRS/Pasteur Institute, France;*Correspondence: Hiroki Nagai, Research Institute for Microbial Diseases, Osaka University, 3-1 Yamadaoka, Suita, Osaka 565-0871, Japan. e-mail: pj.ca.u-akaso.nekib@iaganh;This article was submitted to Frontiers in Cellular and Infection Microbiology, a specialty of Frontiers in Microbiology.","Type IV secretion systems (T4SSs) play a central role in the pathogenicity of many important pathogens, including Agrobacterium tumefaciens, Helicobacter pylori, and Legionella pneumophila. The T4SSs are related to bacterial conjugation systems, and are classified into two subgroups, type IVA (T4ASS) and type IVB (T4BSS). The T4BSS, which is closely related to conjugation systems of IncI plasmids, was originally found in human pathogen L. pneumophila; pathogenesis by L. pneumophila infection requires functional Dot/Icm T4BSS. A zoonotic pathogen, Coxiella burnetii, and an arthropod pathogen, Rickettsiella grylli – both of which carry T4BSSs highly similar to the Legionella Dot/Icm system – are evolutionarily closely related and comprise a monophyletic group. A growing body of bacterial genomic information now suggests that T4BSSs are not limited to Legionella and related bacteria and IncI plasmids. Here, we review the current knowledge on T4BSS apparatus and component proteins, gained mainly from studies on L. pneumophila Dot/Icm T4BSS. Recent structural studies, along with previous findings, suggest that the Dot/Icm T4BSS contains components with primary or higher-order structures similar to those in other types of secretion systems – types II, III, IVA, and VI, thus highlighting the mosaic nature of T4BSS architecture.",Legionella;Coxiella;Rickettsiella;Dot/Icm;type IVB secretion;type IV secretion;protein secretion;conjugation
Trends Pharmacol Sci. 2012 Feb; 33(2): 79–88.,10.1016/j.tips.2011.09.007,PMC3273637,22037017,Domain coupling in GPCRs: the engine for induced conformational changes,Hamiyet Unal;Sadashiva S. Karnik,"Department of Molecular Cardiology, Lerner Research Institute, The Cleveland Clinic Foundation, 9500 Euclid Ave. Cleveland, OH 44195;Corresponding author: Karnik, S.S. (gro.fcc@skinrak)","Recent solved structures of G protein-coupled receptors (GPCRs) provide insights into variation of the structure and molecular mechanisms of GPCR activation. In this review we provide evidence for the emerging paradigm of domain coupling facilitated by intrinsic disorder of the ligand-free state in GPCRs. The structure-function and dynamic studies suggest that ligand-bound GPCRs exhibit multiple active conformations in initiating cellular signals. Long-range intra-molecular and inter-molecular interactions at distant sites on the same receptor are crucial factors that modulate signaling function of GPCRs. Positive or negative coupling between the extracellular, the transmembrane and the intracellular domains facilitates cooperativity of activating “switches” as requirements for the functional plasticity of GPCRs. Awareness that allosteric ligands robustly affect domain coupling provides a novel mechanistic basis for rational drug development, small molecule antagonism and GPCR regulation by classical, as well as non-classical modes.",
