citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Biochem Biophys Res Commun. 2015 Jan 2; 456(1): 403–409.,10.1016/j.bbrc.2014.11.096,PMC5023060,25475729,"Crystal structure and solution characterization of the thioredoxin-2 from Plasmodium falciparum, a constituent of an essential parasitic protein export complex",Mindy Peng;Duilio Cascio;Pascal F. Egea,"aDepartment of Biological Chemistry, David Geffen School of Medicine, UCLA, Los Angeles, USA;bDepartment of Energy Institute for Genomics and Proteomics, UCLA, Los Angeles, USA;cMolecular Biology Institute, UCLA, Los Angeles, CA, USA;*Corresponding author at: UCLA David Geffen School of Medicine, Department of Biological Chemistry, Boyer Hall room 356, 611 Charles E. Young Drive East, Los Angeles, CA 90095, USA. ude.alcu.tendem@aegep (P.F. Egea)","Survival of the malaria parasite Plasmodium falciparum when it infects red blood cells depends upon its ability to export hundreds of its proteins beyond an encasing vacuole. Protein export is mediated by a parasite-derived protein complex, the Plasmodium translocon of exported proteins (PTEX), and requires unfolding of the different cargos prior to their translocation across the vacuolar membrane. Unfolding is performed by the AAA + protein unfoldase HSP101/ClpB2 and the thioredoxin-2 enzyme (TRX2). Protein trafficking is dramatically impaired in parasites with defective HSP101 or lacking TRX2. These two PTEX subunits drive export and are targets for the design of a novel class of antimalarials: protein export inhibitors. To rationalize inhibitor design, we solved the crystal structure of Pfal-TRX2 at 2.2-Å resolution. Within the asymmetric unit, the three different copies of this protein disulfide reductase sample its two redox catalytic states. Size exclusion chromatography and small-angle X-ray scattering (SAXS) analyses demonstrate that Pfal-TRX2 is monomeric in solution. A non-conserved N-terminal extension precedes the canonical thioredoxin-fold; although it is not observed in our structure, our solution analysis suggests it is flexible in contrast to Plasmodium thioredoxin-1. This represents a first step towards the reconstitution of the entire PTEX for mechanistic and structural studies.",Plasmodium falciparum;Protein translocon of exported proteins;Antimalarial design;Hybrid methods;Crystal structure;SAXS
J Biol Chem. 2014 Aug 8; 289(32): 22490–22499.,10.1074/jbc.M114.578419,PMC4139255,24962582,"Borrelia burgdorferi Protein BBK32 Binds to Soluble Fibronectin via the N-terminal 70-kDa Region, Causing Fibronectin to Undergo Conformational Extension*",Gemma Harris;Wenjiang Ma;Lisa M. Maurer;Jennifer R. Potts;Deane F. Mosher,"From the ‡Department of Biology, University of York, York YO10 5DD, United Kingdom and ;the §Departments of Biomolecular Chemistry and Medicine, University of Wisconsin, Madison, Wisconsin 53706;3 Holds a BHF Senior Basic Science Fellowship (FS/12/36/29588). To whom correspondence may be addressed: Dept. of Biology, University of York, Heslington, York YO10 5DD, UK.,  Tel.: 44-1904-328679; Fax: 44-1904-328825; E-mail: ku.ca.kroy@sttop.refinnej.;4 To whom correspondence should be addressed: Dept. of Biomolecular Chemistry, University of Wisconsin-Madison, 420 Henry Mall, Madison, WI 53706.,  Tel.: 608-262-1576; Fax: 608-2634969; E-mail: ude.csiw@rehsomfd.;1Both authors contributed equally to this work.;2Supported by a BHF non-clinical Ph. D. studentship (FS/05/083).","BBK32 is a fibronectin (FN)-binding protein expressed on the cell surface of Borrelia burgdorferi, the causative agent of Lyme disease. There is conflicting information about where and how BBK32 interacts with FN. We have characterized interactions of a recombinant 86-mer polypeptide, “Bbk32,” comprising the unstructured FN-binding region of BBK32. Competitive enzyme-linked assays utilizing various FN fragments and epitope-mapped anti-FN monoclonal antibodies showed that Bbk32 binding involves both the fibrin-binding and the gelatin-binding domains of the 70-kDa N-terminal region (FN70K). Crystallographic and NMR analyses of smaller Bbk32 peptides complexed, respectively, with 2–3FNI and 8–9FNI, demonstrated that binding occurs by β-strand addition. Isothermal titration calorimetry indicated that Bbk32 binds to isolated FN70K more tightly than to intact FN. In a competitive enzyme-linked binding assay, complex formation with Bbk32 enhanced binding of FN with mAbIII-10 to the 10FNIII module. Thus, Bbk32 binds to multiple FN type 1 modules of the FN70K region by a tandem β-zipper mechanism, and in doing so increases accessibility of FNIII modules that interact with other ligands. The similarity in the FN-binding mechanism of BBK32 and previously studied streptococcal proteins suggests that the binding and associated conformational change of FN play a role in infection.",Bacterial Adhesion;Fibronectin;Protein Conformation;Protein Crystallization;Protein Structure;Host-Pathogen interactions;FNI Modules;Beta-Zipper Formation;Borrelia burgdorferi
J Dent Res. 2014 Sep; 93(9): 918–922.,10.1177/0022034514544216,PMC4213250,25048248,Matching 4.7-Å XRD Spacing in Amelogenin Nanoribbons and Enamel Matrix,B. Sanii;O. Martinez-Avila;C. Simpliciano;R.N. Zuckermann;S. Habelitz,"1Lawrence Berkeley National Laboratory, Molecular Foundry, Berkeley, CA 94720, USA;2Keck Science Department, Claremont McKenna, Scripps and Pitzer Colleges, Claremont, CA 91711, USA;3University of California, Department of Preventive and Restorative Dental Sciences, San Francisco, CA 94143, USA;*Email: ude.fscu@ztilebah.nafets","The recent discovery of conditions that induce nanoribbon structures of amelogenin protein in vitro raises questions about their role in enamel formation. Nanoribbons of recombinant human full-length amelogenin (rH174) are about 17 nm wide and self-align into parallel bundles; thus, they could act as templates for crystallization of nanofibrous apatite comprising dental enamel. Here we analyzed the secondary structures of nanoribbon amelogenin by x-ray diffraction (XRD) and Fourier transform infrared spectroscopy (FTIR) and tested if the structural motif matches previous data on the organic matrix of enamel. XRD analysis showed that a peak corresponding to 4.7 Å is present in nanoribbons of amelogenin. In addition, FTIR analysis showed that amelogenin in the form of nanoribbons was comprised of β-sheets by up to 75%, while amelogenin nanospheres had predominantly random-coil structure. The observation of a 4.7-Å XRD spacing confirms the presence of β-sheets and illustrates structural parallels between the in vitro assemblies and structural motifs in developing enamel.",self-assembly;structure;development;powder diffraction;Fourier transform infrared spectroscopy;secondary protein structure
Protein Sci. 2014 Oct; 23(10): 1417–1433.,10.1002/pro.2526,PMC4287002,25052939,Protein charge ladders reveal that the net charge of ALS-linked superoxide dismutase can be different in sign and magnitude from predicted values,Yunhua Shi;Alireza Abdolvahabi;Bryan F Shaw,"Department of Chemistry and Biochemistry, Baylor University, Waco, Texas, 76798-7348;*Correspondence to: Bryan F. Shaw, Department of Chemistry and Biochemistry, Baylor University, Waco, TX 76798-7348. E-mail: ude.rolyab@wahs_nayrb;Grant sponsor: Department of Defense; Grant number: W81XWH-11-1-0790. Grant sponsor: National Science Foundation; Grant number: CHE: 1352122. Grant sponsor: Welch Foundation; Grant number: AA-1854.","This article utilized “protein charge ladders”—chemical derivatives of proteins with similar structure, but systematically altered net charge—to quantify how missense mutations that cause amyotrophic lateral sclerosis (ALS) affect the net negative charge (Z) of superoxide dismutase-1 (SOD1) as a function of subcellular pH and Zn2+ stoichiometry. Capillary electrophoresis revealed that the net charge of ALS-variant SOD1 can be different in sign and in magnitude—by up to 7.4 units per dimer at lysosomal pH—than values predicted from standard pKa values of amino acids and formal oxidation states of metal ions. At pH 7.4, the G85R, D90A, and G93R substitutions diminished the net negative charge of dimeric SOD1 by up to +2.29 units more than predicted; E100K lowered net charge by less than predicted. The binding of a single Zn2+ to mutant SOD1 lowered its net charge by an additional +2.33 ± 0.01 to +3.18 ± 0.02 units, however, each protein regulated net charge when binding a second, third, or fourth Zn2+ (ΔZ < 0.44 ± 0.07 per additional Zn2+). Both metalated and apo-SOD1 regulated net charge across subcellular pH, without inverting from negative to positive at the theoretical pI. Differential scanning calorimetry, hydrogen-deuterium exchange, and inductively coupled plasma mass spectrometry confirmed that the structure, stability, and metal content of mutant proteins were not significantly affected by lysine acetylation. Measured values of net charge should be used when correlating the biophysical properties of a specific ALS-variant SOD1 protein with its observed aggregation propensity or clinical phenotype.",Cu;Zn superoxide dismutase; amyotrophic lateral sclerosis; SOD1; amyloid; protein aggregation; motor neuron disease
PLoS Genet. 2014 Oct; 10(10): e1004719.,10.1371/journal.pgen.1004719,PMC4199511,25329071,ssb Gene Duplication Restores the Viability of ΔholC and ΔholD Escherichia coli Mutants,Stéphane Duigou;Maud Silvain;Enrique Viguera;Bénédicte Michel,"1Centre de Génétique Moléculaire, Centre National de la Recherche Scientifique, Gif-sur-Yvette, France;2Plateforme Intégrée IMAGIF, Centre National de la Recherche Scientifique, Gif-sur-Yvette, France;3Área de Genética, Facultad de Ciencias, Universidad de Málaga, Málaga, Spain;Uppsala University, Sweden;* E-mail: rf.fig-srnc.mgc@lehcim.etcideneb; The authors have declared that no competing interests exist.;Conceived and designed the experiments: SD EV BM. Performed the experiments: SD BM. Analyzed the data: SD MS EV BM. Contributed reagents/materials/analysis tools: MS. Wrote the paper: SD MS EV BM.",Conceived and designed the experiments: SD EV BM. Performed the experiments: SD BM. Analyzed the data: SD MS EV BM. Contributed reagents/materials/analysis tools: MS. Wrote the paper: SD MS EV BM.,
Proc Natl Acad Sci U S A. 2014 Sep 2; 111(35): 12793–12798.,10.1073/pnas.1407214111,PMC4156731,25139988,Assembly and dynamics of the autophagy-initiating Atg1 complex,Goran Stjepanovic;Christopher W. Davies;Robin E. Stanley;Michael J. Ragusa;Do Jin Kim;James H. Hurley,"aDepartment of Molecular and Cell Biology and;bCalifornia Institute for Quantitative Biosciences, University of California, Berkeley, CA,  94720; and;cLaboratory of Molecular Biology, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD,  20892;3To whom correspondence should be addressed. Email: ude.yelekreb@yelruhmij.;Edited by Gregory A. Petsko, Weill Cornell Medical College, New York, NY, and approved July 30, 2014 (received for review April 19, 2014);Author contributions: G.S., C.W.D., and J.H.H. designed research; G.S., C.W.D., R.E.S., and M.J.R. performed research; G.S., C.W.D., R.E.S., M.J.R., and D.J.K. contributed new reagents/analytic tools; G.S., C.W.D., R.E.S., M.J.R., and J.H.H. analyzed data; and G.S., C.W.D., and J.H.H. wrote the paper.;1G.S. and C.W.D. contributed equally to this work.;2Present address: Department of Chemistry, Dartmouth College, Hanover, NH 03755.","Author contributions: G.S., C.W.D., and J.H.H. designed research; G.S., C.W.D., R.E.S., and M.J.R. performed research; G.S., C.W.D., R.E.S., M.J.R., and D.J.K. contributed new reagents/analytic tools; G.S., C.W.D., R.E.S., M.J.R., and J.H.H. analyzed data; and G.S., C.W.D., and J.H.H. wrote the paper.",analytical ultracentrifugation;isothermal titration calorimetry;membrane tethering;intrinsically disordered proteins;protein structure
Antiviral Res. 2015 Mar; 115: 83–93.,10.1016/j.antiviral.2014.12.014,PMC5081135,25545071,Surveying the global virome: Identification and characterization of HCV-related animal hepaciviruses,Troels K. H. Scheel;Peter Simmonds;Amit Kapoor,"1Laboratory of Virology and Infectious Disease, Center for the Study of Hepatitis C, The Rockefeller University, New York, NY;2Copenhagen Hepatitis C Program (CO-HEP), Department of Infectious Disease and Clinical Research Centre, Copenhagen University Hospital, Hvidovre, and Department of International Health, Immunology and Microbiology, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark;3Roslin Institute, University of Edinburgh, Edinburgh, United Kingdom;4Center for Infection and Immunity, Columbia University, New York, NY;*Corresponding author: Amit Kapoor, Ph.D., Assistant Professor, Department of Pathology and Cell Biology, Center for Infection and Immunity, Room 1701, 722 West 168 Street., Columbia University, New York NY 10032, Tel:+1 212 304 5690, FAX:+1 212 342 9044, ude.aibmuloc@7113ka","Recent advances in sequencing technologies have greatly enhanced our abilities to identify novel microbial sequences. Thus, our understanding of the global virome and the virome of specific host species in particular is rapidly expanding. Identification of animal viruses is important for understanding animal disease, the origin and evolution of human viruses, as well as zoonotic reservoirs for emerging infections. Although the human hepacivirus, hepatitis C virus (HCV), was identified 25 years ago, its origin has remained elusive. In 2011, the first HCV homolog was reported in dogs but subsequent studies showed the virus to be widely distributed in horses. This indicated a wider hepacivirus host range and paved the way for identification of rodent, bat and non-human primate hepaciviruses. The equine non-primate hepacivirus (NPHV) remains the closest relative of HCV and is so far the best characterized. Identification and characterization of novel hepaciviruses may in addition lead to development of tractable animal models to study HCV persistence, immune responses and pathogenesis. This could be particular important, given the current shortage of immunocompetent models for robust HCV infection. Much remains to be learned on the novel hepaciviruses, including their association with disease, and thereby how relevant they will become as HCV model systems and for studies of animal disease. This review discusses how virome analysis led to identification of novel hepaci- and pegiviruses, their genetic relationship and characterization and the potential use of animal hepaciviruses as models to study hepaciviral infection, immunity and pathogenesis. This article forms part of a symposium in Antiviral Research on “Hepatitis C: Next steps toward global eradication.”",
Nat Chem. 2014 Mar; 6(3): 208–215.,10.1038/nchem.1868,PMC4067995,24557135,Ion Mobility Mass Spectrometry of a Rotary ATPase Reveals ATP-induced Reduction in Conformational Flexibility,Min Zhou;Argyris Politis;Roberta Davies;Idlir Liko;Kuan-Jung Wu;Alastair G. Stewart;Daniela Stock;Carol V. Robinson,"1Department of Chemistry, Physical and Theoretical Chemistry Laboratory, University of Oxford, Oxford OX1 3QZ, UK
;2The Victor Chang Cardiac Research Institute, Darlinghurst NSW 2010, Australia
;3The University of New South Wales, Sydney NSW 2052, Australia
;#Contributed equally.;To whom correspondence should be addressed: ku.ca.xo.mehc@nosnibor.lorac or ku.ca.xo.mehc@uohz.nim;Author contributions C.V.R. and D.S designed the research; M.Z. conducted all IM-MS experiments and analysed the data; R.D. purified TtATPases; A.P. and A.S. performed modelling; A.P. conducted MD simulation and all CCS calculations; I.L. did MS analysis of dAb:TtATPase binding; K.J.W. conducted the Western blot experiments; M.Z. and C.V.R wrote the paper.","Rotary ATPases play fundamental roles in energy conversion, their catalytic rotation being associated with inter-domain fluctuations and heterogeneity of conformational states. Using ion mobility mass spectrometry (IM-MS) we compare the conformational dynamics of the intact ATPase from Thermus thermophilus (TtATPase) with its membrane and soluble subcomplexes. Our results define regions with enhanced flexibility assigned to distinct subunits within the overall assembly. To provide a structural context for our experimental data we performed molecular dynamics (MD) simulations and observed conformational changes of the peripheral stalks reflecting their intrinsic flexibility. By isolating complexes at different phases of cell growth and manipulating nucleotides, metal ions and pH during isolation, we reveal differences that can be related to conformational changes in the Vo complex, triggered by ATP binding. Together these results implicate nucleotides in modulating flexibility of the stator components and uncover mechanistic detail underlying operation and regulation in the context of the holo-enzyme.",
Proc Natl Acad Sci U S A. 2014 Feb 25; 111(8): E768–E775.,10.1073/pnas.1401165111,PMC3939865,24516125,Lipid domains control myelin basic protein adsorption and membrane interactions between model myelin lipid bilayers,Dong Woog Lee;Xavier Banquy;Kai Kristiansen;Yair Kaufman;Joan M. Boggs;Jacob N. Israelachvili,"aDepartment of Chemical Engineering, University of California, Santa Barbara, CA,  93106;;bFaculty of Pharmacy, Université de Montréal, Montréal, QC, Canada,  H3C 3J7;;cDepartment of Molecular Structure and Function, The Hospital for Sick Children, Toronto, ON, Canada,  M5G 1X8;;dDepartment of Laboratory Medicine and Pathobiology, University of Toronto, Toronto, ON, Canada,  M5G 1L5; and;eMaterials Department, University of California, Santa Barbara, CA,  93106;1To whom correspondence should be addressed. E-mail: ude.bscu.gnireenigne@bocaj.;Contributed by Jacob N. Israelachvili, January 21, 2014 (sent for review October 4, 2013);Author contributions: D.W.L. designed research; D.W.L., X.B., K.K., and Y.K. performed research; D.W.L. analyzed data; and D.W.L., X.B., K.K., Y.K., J.M.B., and J.N.I. wrote the paper.","Author contributions: D.W.L. designed research; D.W.L., X.B., K.K., and Y.K. performed research; D.W.L. analyzed data; and D.W.L., X.B., K.K., Y.K., J.M.B., and J.N.I. wrote the paper.",lipid raft;biomembrane adhesion;myelin structure;multiple sclerosis;intrinsically unstructured proteins
Nat Chem. 2015 Jan; 7(1): 73–81.,10.1038/nchem.2129,PMC4280571,25515893,Screening and classifying small molecule inhibitors of amyloid formation using ion mobility spectrometry-mass spectrometry,Lydia M. Young;Janet C. Saunders;Rachel A. Mahood;Charlotte H. Revill;Richard J. Foster;Ling-Hsien Tu;Daniel P. Raleigh;Sheena E. Radford;Alison E. Ashcroft,"1Astbury Centre for Structural Molecular Biology, University of Leeds, LS2 9JT, UK
;2School of Molecular and Cellular Biology, University of Leeds, LS2 9JT, UK
;3School of Chemistry, University of Leeds, LS2 9JT, UK
;4Department of Chemistry, Stony Brook University, Stony Brook, NY 11794-3400, USA
;#Contributed equally.;*Correspondence and requests for materials should be addressed to A.E.A. and S.E.R. ku.ca.sdeel@drofdar.e.s and ku.ca.sdeel@tforchsa.e.a","The search for therapeutic agents which bind specifically to precursor protein conformations and inhibit amyloid assembly is an important challenge. Identifying such inhibitors is difficult since many protein precursors of aggregation are partially folded or intrinsically disordered, ruling out structure-based design. Furthermore, inhibitors can act by a variety of mechanisms, including specific or non-specific binding, as well as colloidal inhibition. Here we report a high throughput method based on ion mobility spectrometry-mass spectrometry (IMS-MS) that is capable of rapidly detecting small molecules that bind to amyloid precursors, identifying the interacting protein species, and defining the mode of inhibition. Using this method we have classified a variety of small molecules that are potential inhibitors of human islet amyloid polypeptide (hIAPP) aggregation or amyloid-beta 1-40 (Aβ40) aggregation as either specific, non-specific, colloidal or non-interacting. We also demonstrate the ability of IMS-MS to screen for inhibitory small molecules in a 96-well plate format and use this to discover a new inhibitor of hIAPP amyloid assembly.",
J Biol Chem. 2014 Aug 1; 289(31): 21230–21241.,10.1074/jbc.M114.565010,PMC4118085,24952945,Synergic Role of Nucleophosmin Three-helix Bundle and a Flanking Unstructured Tail in the Interaction with G-quadruplex DNA*,Alessandro Arcovito;Sara Chiarella;Stefano Della Longa;Adele Di Matteo;Carlo Lo Sterzo;Giovanni Luca Scaglione;Luca Federici,"From the ‡Istituto di Biochimica e Biochimica Clinica, Università Cattolica del Sacro Cuore, 00168 Rome, Italy, ;§Ce.S.I. Centro Scienze dell'Invecchiamento, “Fondazione Università D'Annunzio,” 66013 Chieti, Italy, ;¶Dipartimento di Scienze Biochimiche, Sapienza Università di Roma, 00185 Rome, Italy, ;‖Dipartimento di Medicina Clinica, Sanità Pubblica, Scienze della Vita e dell'Ambiente, Università dell'Aquila, 67100 Coppito (L'Aquila), Italy, ;**Istituto di Biologia, Medicina Molecolare e NanoBiotecnologie, Consiglio Nazionale delle Ricerche, 00185 Rome, Italy, and ;‡‡Dipartimento di Scienze Sperimentali e Cliniche, Università di Chieti “G. D'Annunzio,” 66013 Chieti, Italy;2 To whom correspondence should be addressed: Ce.S.I. Centro Scienze dell'Invecchiamento, Dipartimento di Scienze Sperimentali e Cliniche, Università di Chieti “G. D'Annunzio,” Via dei Vestini 31, 66013 Chieti, Italy.,  Tel.: 39-06-0871541414; Fax: 39-0871541598; E-mail: ti.hcinu@iciredefl.;1Both authors contributed equally to this work.","Nucleophosmin (NPM1) is a nucleocytoplasmic shuttling protein, mainly localized at nucleoli, that plays a number of functions in ribosome biogenesis and export, cell cycle control, and response to stress stimuli. NPM1 is the most frequently mutated gene in acute myeloid leukemia; mutations map to the C-terminal domain of the protein and cause its denaturation and aberrant cytoplasmic translocation. NPM1 C-terminal domain binds G-quadruplex regions at ribosomal DNA and at gene promoters, including the well characterized sequence from the nuclease-hypersensitive element III region of the c-MYC promoter. These activities are lost by the leukemic variant. Here we analyze the NPM1/G-quadruplex interaction, focusing on residues belonging to both the NPM1 terminal three-helix bundle and a lysine-rich unstructured tail, which has been shown to be necessary for high affinity recognition. We performed extended site-directed mutagenesis and measured binding rate constants through surface plasmon resonance analysis. These data, supported by molecular dynamics simulations, suggest that the unstructured tail plays a double role in the reaction mechanism. On the one hand, it facilitates the formation of an encounter complex through long range electrostatic interactions; on the other hand, it directly contacts the G-quadruplex scaffold through multiple and transient electrostatic interactions, significantly enlarging the contact surface.",Intrinsically Disordered Protein;Leukemia;Molecular Dynamics;Protein-DNA Interaction;Surface Plasmon Resonance (SPR);Encounter Complex;Flanking Fuzziness
Proc Natl Acad Sci U S A. 2015 Jan 6; 112(1): E6–E14.,10.1073/pnas.1421192111,PMC4291617,25492932,Molecular-dynamics simulations of urea nucleation from aqueous solution,Matteo Salvalaglio;Claudio Perego;Federico Giberti;Marco Mazzotti;Michele Parrinello,"aInstitute of Process Engineering, Eidgenössische Technische Hochschule Zurich, CH-8092 Zurich, Switzerland;;bFacoltà di informatica, Istituto di Scienze Computazionali, Università della Svizzera Italiana, CH-6900 Lugano, Switzerland; and;cDepartment of Chemistry and Applied Biosciences, Eidgenössiche Technische Hochschule Zurich, CH-8092 Zurich, Switzerland;1To whom correspondence should be addressed. Email: hc.zhte.mehc.syhp@ollenirrap.;Contributed by Michele Parrinello, November 6, 2014 (sent for review October 22, 2014; reviewed by Daan Frenkel and Bernhardt L. Trout);Author contributions: M.S., C.P., F.G., M.M., and M.P. designed research, performed research, contributed new reagents/analytic tools, analyzed data, and wrote the paper.;Reviewers: D.F., University of Cambridge; and B.L.T., Massachusetts Institute of Technology.","Author contributions: M.S., C.P., F.G., M.M., and M.P. designed research, performed research, contributed new reagents/analytic tools, analyzed data, and wrote the paper.",nucleation;solution;molecular dynamics;enhanced sampling;well-tempered metadynamics
Prog Brain Res. 2014; 209: 91–129.,10.1016/B978-0-444-63274-6.00006-0,PMC4427060,24746045,"The Integrative Role of the Sigh in Psychology, Physiology, Pathology, and Neurobiology",Jan-Marino Ramirez,"*Center for Integrative Brain Research, Seattle Children’s Research Institute, Seattle, WA, USA;†Department of Neurological Surgery, University of Washington, Seattle, WA, USA;1Corresponding author: gro.snerdlihcelttaes@zerimar.onin","“Sighs, tears, grief, distress” expresses Johann Sebastian Bach in a musical example for the relationship between sighs and deep emotions. This review explores the neurobiological basis of the sigh and its relationship with psychology, physiology, and pathology. Sighs monitor changes in brain states, induce arousal, and reset breathing variability. These behavioral roles homeostatically regulate breathing stability under physiological and pathological conditions. Sighs evoked in hypoxia evoke arousal and thereby become critical for survival. Hypoarousal and failure to sigh have been associated with sudden infant death syndrome. Increased breathing irregularity may provoke excessive sighing and hyperarousal, a behavioral sequence that may play a role in panic disorders. Essential for generating sighs and breathing is the pre-Bötzinger complex. Modulatory and synaptic interactions within this local network and between networks located in the brainstem, cerebellum, cortex, hypothalamus, amygdala, and the periaqueductal gray may govern the relationships between physiology, psychology, and pathology. Unraveling these circuits will lead to a better understanding of how we balance emotions and how emotions become pathological.",anxiety;panic;arousal;cardiorespiratory;PAG;rhythm generation;SIDS;breathing;pre-Bötzinger complex
Nat Rev Mol Cell Biol. 2014 Oct; 15(10): 677–689.,10.1038/nrm3869,PMC4271544,25207437,Capping Protein Regulators Fine-Tune Actin Assembly Dynamics,Marc Edwards;Adam Zwolak;Dorothy A. Schafer;David Sept;Roberto Dominguez;John A. Cooper,"1Department of Cell Biology and Physiology, Washington University, St. Louis, MO;2Department of Physiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA;3Departments of Biology and Cell Biology, University of Virginia, Charlottesville, VA;4Department of Biomedical Engineering and Center for Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI;Correspondence to J.A.C. at ude.ltsuw@repoocj, R.D. at ude.nnepu.dem.liam@otrebord, D.S. at ude.hcimu@tpesd and D.A.S. at ude.ainigriv@w9sad.","Capping protein (CP) regulates actin polymerization by binding the barbed end of an actin filament, which blocks addition and loss of actin subunits. Recent structural and biochemical studies provide new insight into how cells control the actin capping activity of CP. Several molecules indirectly regulate CP by interacting with filament barbed ends and preventing binding of CP; others bind directly to CP and sterically block its interaction with an actin filament. A diverse and otherwise unrelated set of proteins contains a motif for CP regulation termed the “Capping Protein Interaction” (CPI) motif. These proteins bind directly to CP, recruit or target CP to a subcellular location, and modulate its actin-capping activity via allosteric effects.",
Adv Chem Phys. 2014; 155: 1–68.,10.1002/9781118755815.ch01,PMC4318123,25663722,Modeling Viral Capsid Assembly,Michael F. Hagan,"Michael F. Hagan,  Department of Physics, Brandeis University, Waltham, MA, 02454;;Corresponding author.;Michael F. Hagan: ude.siednarb@nagah ","I present a review of the theoretical and computational methodologies that have been used to model the assembly of viral capsids. I discuss the capabilities and limitations of approaches ranging from equilibrium continuum theories to molecular dynamics simulations, and I give an overview of some of the important conclusions about virus assembly that have resulted from these modeling efforts. Topics include the assembly of empty viral shells, assembly around single-stranded nucleic acids to form viral particles, and assembly around synthetic polymers or charged nanoparticles for nanotechnology or biomedical applications. I present some examples in which modeling efforts have promoted experimental breakthroughs, as well as directions in which the connection between modeling and experiment can be strengthened.",
Nat Rev Genet. 2014 Oct; 15(10): 689–701.,10.1038/nrg3778,PMC4440546,25112293,Context-dependent control of alternative splicing by RNA-binding proteins,"Xiang-Dong Fu;Manuel Ares, Jr","1Department of Cellular and Molecular Medicine and Institute for Genomic, Medicine, University of California San Diego, La Jolla, California 92093–0651, USA;2Center for Molecular Biology of RNA, and Department of Molecular, Cell, and Developmental Biology, University of California at Santa Cruz, Santa Cruz, California 95064, USA;Xiang-Dong Fu: ude.dscu@ufdx;  Manuel Ares, Jr: ude.cscu@sera ","Sequence-specific RNA-binding proteins (RBPs) bind to pre-mRNA to control alternative splicing, but it is not yet possible to read the ‘splicing code’ that dictates splicing regulation on the basis of genome sequence. Each alternative splicing event is controlled by multiple RBPs, the combined action of which creates a distribution of alternatively spliced products in a given cell type. As each cell type expresses a distinct array of RBPs, the interpretation of regulatory information on a given RNA target is exceedingly dependent on the cell type. RBPs also control each other’s functions at many levels, including by mutual modulation of their binding activities on specific regulatory RNA elements. In this Review, we describe some of the emerging rules that govern the highly context-dependent and combinatorial nature of alternative splicing regulation.",
Proc Natl Acad Sci U S A. 2014 Oct 28; 111(43): E4596–E4605.,10.1073/pnas.1412271111,PMC4217450,25313062,Structural basis of thymosin-β4/profilin exchange leading to actin filament polymerization,Bo Xue;Cedric Leyrat;Jonathan M. Grimes;Robert C. Robinson,"aInstitute of Molecular and Cell Biology, A*STAR (Agency for Science, Technology and Research), Biopolis, Singapore 138673;;bDivision of Structural Biology, Henry Wellcome Building for Genomic Medicine, Oxford, OX3 7BN, United Kingdom;;cDiamond Light Source Ltd., Harwell Science and Innovation Campus, Didcot, Oxfordshire, OX11 0DE, United Kingdom; and;dDepartment of Biochemistry, National University of Singapore, Singapore,  117597;2To whom correspondence should be addressed. Email: gs.ude.rats-a.bcmi@euxb.;Edited by Thomas D. Pollard, Yale University, New Haven, CT, and approved September 22, 2014 (received for review June 30, 2014);Author contributions: B.X. and R.C.R. designed research; B.X. and C.L. performed research; B.X., C.L., J.M.G., and R.C.R. analyzed data; and B.X., C.L., J.M.G., and R.C.R. wrote the paper.;1B.X. and C.L. contributed equally to this work.","Author contributions: B.X. and R.C.R. designed research; B.X. and C.L. performed research; B.X., C.L., J.M.G., and R.C.R. analyzed data; and B.X., C.L., J.M.G., and R.C.R. wrote the paper.",crystallography;protein complex;thermodynamics;molecular dynamics;fluorescence
Annu Rev Genet. 2014 Nov 23; 48: 433–455.,10.1146/annurev-genet-120213-092323,PMC4285387,25251851,Regulation of Transcription by Long Noncoding RNAs,Roberto Bonasio;Ramin Shiekhattar,"1Department of Cell and Developmental Biology and Epigenetics Program, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104;2Department of Human Genetics, Miller School of Medicine, University of Miami, Miami, Florida 33136;Roberto Bonasio: ude.nnepu.dem.liam@nobr;  Ramin Shiekhattar: ude.imaim.dem@rattahkeihsr ","Over the past decade there has been a greater understanding of genomic complexity in eukaryotes ushered in by the immense technological advances in high-throughput sequencing of DNA and its corresponding RNA transcripts. This has resulted in the realization that beyond protein-coding genes, there are a large number of transcripts that do not encode for proteins and, therefore, may perform their function through RNA sequences and/or through secondary and tertiary structural determinants. This review is focused on the latest findings on a class of noncoding RNAs that are relatively large (>200 nucleotides), display nuclear localization, and use different strategies to regulate transcription. These are exciting times for discovering the biological scope and the mechanism of action for these RNA molecules, which have roles in dosage compensation, imprinting, enhancer function, and transcriptional regulation, with a great impact on development and disease.",enhancers;imprinting;transcriptional silencing;chromatin;chromatin-modifying complexes;RNA polymerase II
