citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Cell. 2013 Aug 1; 154(3): 637–650.,10.1016/j.cell.2013.07.001,PMC3785238,23911326,A Prolyl-isomerase Mediates Dopamine-dependent Plasticity and Cocaine Motor Sensitization,Joo Min Park;Jia-Hua Hu;Aleksandr Milshteyn;Ping-Wu Zhang;Chester G. Moore;Sungjin Park;Michael C. Datko;Racquel D. Domingo;Cindy M. Reyes;Xiaodong J. Wang;Felicia A. Etzkorn;Bo Xiao;Karen K. Szumlinski;Dorothee Kern;David J. Linden;Paul F. Worley,"1Department of Neuroscience, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA;2Department of Neurology, Johns Hopkins University School of Medicine, Baltimore, MD 21205, USA;3Department of Biochemistry, Howard Hughes Medical Institute, Brandeis University, Waltham, MA 02452, USA;4Department of Psychological and Brain Sciences and the Neuroscience Research Institute, University of California, Santa Barbara, CA 93106, USA;5Department of Chemistry, Virginia Tech, Blacksburg, Virginia 24061, USA;7Department of Physiology, Jeju National University School of Medicine, Jeju 690-756, South Korea;Corresponding author.;6These authors contributed equally to this work.","Synaptic plasticity induced by cocaine and other drugs underlies addiction. Here we elucidate molecular events at synapses that cause this plasticity and the resulting behavioral response to cocaine in mice. In response to D1 dopamine receptor signaling that is induced by drug administration, the glutamate receptor protein mGluR5 is phosphorylated by MAP kinase, which we show potentiates Pin1-mediated prolyl isomerization of mGluR5 in instances where the product of an activity-dependent gene, Homer1a, is present to enable Pin1-mGluR5 interaction. These biochemical events potentiate NMDA receptor-mediated currents that underlie synaptic plasticity and cocaine-evoked motor sensitization as tested in mice with relevant mutations. The findings elucidate how a coincidence of signals from the nucleus and the synapse can render mGluR5 accessible to activation with consequences for drug-induced dopamine responses, and point to depotentiation at corticostriatal synapses as a possible therapeutic target for treating addiction.",
Proc Natl Acad Sci U S A. 2013 Apr 9; 110(15): 5933–5938.,10.1073/pnas.1216589110,PMC3625277,23536295,Toward an atomistic description of the urea-denatured state of proteins,Michela Candotti;Santiago Esteban-Martín;Xavier Salvatella;Modesto Orozco,"aMolecular Modelling and Bioinformatics Unit, Institute for Research in Biomedicine Barcelona, 08028 Barcelona, Spain;;bComputational Biology Program, Barcelona Supercomputing Center, 08034 Barcelona, Spain;;cInstitució Catalana de Recerca i Estudis Avançats, Barcelona, Spain; and;dDepartament de Bioquímica, Facultat de Biologia, University of Barcelona, 08028 Barcelona, Spain;1To whom correspondence may be addressed. E-mail: gro.anolecrabbri@oczoro.otsedom or gro.anolecrabbri@alletavlas.reivax.;Edited by Arieh Warshel, University of Southern California, Los Angeles, CA, and approved February 26, 2013 (received for review September 24, 2012);Author contributions: M.C., S.E.-M., X.S., and M.O. designed research; M.C. performed research; M.C. and S.E.-M. analyzed data; and M.C., S.E.-M., X.S., and M.O. wrote the paper.","Author contributions: M.C., S.E.-M., X.S., and M.O. designed research; M.C. performed research; M.C. and S.E.-M. analyzed data; and M.C., S.E.-M., X.S., and M.O. wrote the paper.",denaturing mechanism;protein unfolding;random coil;ensemble simulation
PLoS Genet. 2013 Sep; 9(9): e1003781.,10.1371/journal.pgen.1003781,PMC3764203,24039611,Hsp104 Suppresses Polyglutamine-Induced Degeneration Post Onset in a Drosophila MJD/SCA3 Model,Mimi Cushman-Nick;Nancy M. Bonini;James Shorter,"1Department of Biology, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America;2Department of Biochemistry and Biophysics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America;3Neuroscience Graduate Group, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, United States of America;4Howard Hughes Medical Institute, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America;Stanford University School of Medicine, United States of America;* E-mail: ude.nnepu.sas@ininobn (NMB); ude.nnepu.dem.liam@retrohsj (JS);The authors have declared that no competing interests exist.;Conceived and designed the experiments: MCN NMB JS. Performed the experiments: MCN. Analyzed the data: MCN NMB JS. Contributed reagents/materials/analysis tools: MCN NMB. Wrote the paper: MCN NMB JS.",Conceived and designed the experiments: MCN NMB JS. Performed the experiments: MCN. Analyzed the data: MCN NMB JS. Contributed reagents/materials/analysis tools: MCN NMB. Wrote the paper: MCN NMB JS.,
PLoS Genet. 2013 May; 9(5): e1003546.,10.1371/journal.pgen.1003546,PMC3667761,23737759,CDK4 T172 Phosphorylation Is Central in a CDK7-Dependent Bidirectional CDK4/CDK2 Interplay Mediated by p21 Phosphorylation at the Restriction Point,Xavier Bisteau;Sabine Paternot;Bianca Colleoni;Karin Ecker;Katia Coulonval;Philippe De Groote;Wim Declercq;Ludger Hengst;Pierre P. Roger,"1WELBIO and Institute of Interdisciplinary Research (IRIBHM), Université Libre de Bruxelles, Brussels, Belgium;2Division of Medical Biochemistry, Biocenter, Innsbruck Medical University, Innsbruck, Austria;3Department for Molecular Biomedical Research, VIB, and Department of Biomedical Molecular Biology, Ghent University, Ghent, Belgium;Fred Hutchinson Cancer Research Center, United States of America;#Contributed equally.;* E-mail: eb.ca.blu@regorp;The authors have declared that no competing interests exist.;Conceived and designed the experiments: SP XB BC PPR. Performed the experiments: XB SP BC KC KE. Analyzed the data: SP XB BC KC PPR. Contributed reagents/materials/analysis tools: KE PDG WD LH. Wrote the paper: PPR XB SP LH.",Conceived and designed the experiments: SP XB BC PPR. Performed the experiments: XB SP BC KC KE. Analyzed the data: SP XB BC KC PPR. Contributed reagents/materials/analysis tools: KE PDG WD LH. Wrote the paper: PPR XB SP LH.,
PLoS One. 2013; 8(10): e76602.,10.1371/journal.pone.0076602,PMC3792052,24116125,Structural Analysis of Intermolecular Interactions in the Kinesin Adaptor Complex Fasciculation and Elongation Protein Zeta 1/ Short Coiled-Coil Protein (FEZ1/SCOCO),Marcos Rodrigo Alborghetti;Ariane da Silva Furlan;Júlio César da Silva;Maurício Luís Sforça;Rodrigo Vargas Honorato;Daniela Campos Granato;Deivid Lucas dos Santos Migueleti;Jorge L. Neves;Paulo Sergio Lopes de Oliveira;Adriana Franco Paes-Leme;Ana Carolina de Mattos Zeri;Iris Concepcion Linares de Torriani;Jörg Kobarg,"
1
Laboratório Nacional de Biociências-LNBio, Centro Nacional de Pesquisa em Energia e Materiais-CNPEM, Campinas, SP, Brasil, 
;
2
Departamento de Bioquímica-Programa de Pós-graduação em Biologia Funcional e Molecular, Instituto de Biologia, Universidade Estadual de Campinas, Campinas, SP, Brasil, 
;
3
Departamento de Genética, Evolução e Bioagentes, Programa de Pós-graduação em Genética e Biologia Molecular, Instituto de Biologia, Universidade Estadual de Campinas, Campinas, SP, Brasil, 
;
4
Condensed Matter Physics Department, Instituto de Física “Gleb Wataghin”, Universidade Estadual de Campinas, UNICAMP, Campinas, SP, Brasil, 
;
University of Oulu, Finland, 
;#Contributed equally.;* E-mail: rb.mepnc.oibnl@grabok.groj;Competing Interests: The authors have declared that no competing interests exist.;Conceived and designed the experiments: JK ACMZ ICLT JCS MRA RVH PSLO AFPL ASF. Performed the experiments: MRA ASF JCS DLM RVH DCG. Analyzed the data: MRA ASF JCS MLS JLN ACMZ ICLT JK AFPL PSLO RVH DCG. Wrote the manuscript: MRA JK RVH PSLO. ",Conceived and designed the experiments: JK ACMZ ICLT JCS MRA RVH PSLO AFPL ASF. Performed the experiments: MRA ASF JCS DLM RVH DCG. Analyzed the data: MRA ASF JCS MLS JLN ACMZ ICLT JK AFPL PSLO RVH DCG. Wrote the manuscript: MRA JK RVH PSLO.,
PLoS One. 2013; 8(7): e70518.,10.1371/journal.pone.0070518,PMC3720919,23894664,Mcm10 Self-Association Is Mediated by an N-Terminal Coiled-Coil Domain,Wenyue Du;Ajeetha Josephrajan;Suraj Adhikary;Timothy Bowles;Anja-Katrin Bielinsky;Brandt F. Eichman,"
1
Department of Biological Sciences, Vanderbilt University, Nashville, Tennessee, United States of America, 
;
2
Department of Biochemistry, Molecular Biology and Biophysics, University of Minnesota, Minneapolis, Minnesota, United States of America, 
;
Saint Louis University, United States of America, 
;* E-mail: ude.tlibrednav@namhcie.tdnarb;Competing Interests: The Michigan Economic Development Corporation and the Michigan Technology Tri-Corridor funded the synchrotron beamline that was used to collect X-ray diffraction data for this research. In addition, Anja-Katrin Bielinsky declares that she is a PLOS ONE Editorial Board member. This does not alter the authors’ adherence to all the PLOS ONE policies on sharing data and materials.;Wrote the paper: BFE AKB WD. Collected all centrifugation and SEC-MALS data and determined the crystal structure: WD. Performed yeast 2-hybrid under AKB’s supervision: AJ. Helped refine the structure: SA. Designed mutations and performed preliminary oligomerization analysis: TB. Designed the project: BFE.;¤aCurrent address: Department of Cellular and Molecular Physiology, Yale University, New Haven, Connecticut, United States of America;¤bCurrent address: Department of Land, Air and Water Resources, University of California Davis, Davis, California, United States of America",Wrote the paper: BFE AKB WD. Collected all centrifugation and SEC-MALS data and determined the crystal structure: WD. Performed yeast 2-hybrid under AKB’s supervision: AJ. Helped refine the structure: SA. Designed mutations and performed preliminary oligomerization analysis: TB. Designed the project: BFE.,
J Bacteriol. 2013 Dec; 195(23): 5352–5361.,10.1128/JB.00824-13,PMC3837955,24078611,Functional and Structural Study of the Dimeric Inner Membrane Protein SbmA,Natalia Corbalan;Giulia Runti;Conrado Adler;Sonia Covaceuszach;Robert C. Ford;Doriano Lamba;Konstantinos Beis;Marco Scocchi;Paula A. Vincent,"Instituto Superior de Investigaciones Biológica, INSIBIO (Consejo Nacional de Investigaciones Científicas y Técnicas-Universidad Nacional de Tucumán), San Miguel de Tucumán, Tucumán, Argentinaa;Department of Life Sciences, University of Trieste, Trieste, Italyb;Istituto di Cristallografia, Consiglio Nazionale delle Ricerche, U.O.S di Trieste, Area Science Park—Basovizza, Trieste, Italyc;Faculty of Life Sciences, University of Manchester, Manchester Interdisciplinary Biocentre, Manchester, United Kingdomd;Division of Molecular Biosciences, Imperial College London, South Kensington, London, United Kingdome;Membrane Protein Lab, Diamond Light Source, Harwell Science and Innovation Campus, Chilton, Oxfordshire, United Kingdomf;Rutherford Appleton Laboratory, Research Complex at Harwell, Didcot, Oxfordshire, United Kingdomg;Corresponding author.;Address correspondence to Paula A. Vincent, ra.ude.tnu.fqbf@tnecnivp, or Marco Scocchi, ti.stinu@ihccocsm.;N.C. and G.R. contributed equally to this work.","SbmA protein has been proposed as a dimeric secondary transporter. The protein is involved in the transport of microcins B17 and J25, bleomycin, proline-rich antimicrobial peptides, antisense peptide phosphorodiamidate morpholino oligomers, and peptide nucleic acids into the Escherichia coli cytoplasm. The sbmA homologue is found in a variety of bacteria, though the physiological role of the protein is hitherto unknown. In this work, we carried out a functional and structural analysis to determine which amino acids are critical for the transport properties of SbmA. We created a set of 15 site-directed sbmA mutants in which single conserved amino acids were replaced by glycine residues. Our work demonstrated that strains carrying the site-directed mutants V102G, F219G, and E276G had a null phenotype for SbmA transport functions. In contrast, strains carrying the single point mutants W19G, W53G, F60G, S69G, N155G, R190, L233G, A344G, T255G, N308G, and R385G showed transport capacities indistinguishable from those of strains harboring a wild-type sbmA. The strain carrying the Y116G mutant exhibited mixed phenotypic characteristics. We also demonstrated that those sbmA mutants with severely impaired transport capacity showed a dominant negative phenotype. Electron microscopy data and in silico three-dimensional (3D) homology modeling support the idea that SbmA forms a homodimeric complex, closely resembling the membrane-spanning region of the ATP-binding cassette transporter family. Direct mapping of the sbmA single point mutants on the protein surface allowed us to explain the observed phenotypic differences in transport ability.",
Mol Cell. 2013 Nov 21; 52(4): 10.1016/j.molcel.2013.09.020.,10.1016/j.molcel.2013.09.020,PMC3840108,24207057,In vivo X-ray footprinting of pre-30S ribosomes reveals chaperone-dependent remodeling of late assembly intermediates,Sarah F. Clatterbuck Soper;Romel P. Dator;Patrick A. Limbach;Sarah A. Woodson,"1Cell, Molecular and Developmental Biology and Biophysics Program, Johns Hopkins University, 3400 N. Charles St., Baltimore, MD 21218-2685, USA;2T. C. Jenkins Department of Biophysics, Johns Hopkins University, 3400 N. Charles St., Baltimore, MD 21218-2685, USA;3Rieveschl Laboratories for Mass Spectrometry, Department of Chemistry, P.O. Box 210172, University of Cincinnati, Cincinnati, OH 45221-0172, USA;*Correspondence to: SAW: ude.uhj@nosdoows; tel. 410-516-2015; FAX 410-516-4118;Current address: SFCS, Laboratory of Cellular and Molecular Biology, National Cancer Institute, Bldg. 37 Room 2042, Bethesda, MD 20892","Assembly of 30S ribosomal subunits from their protein and RNA components requires extensive refolding of the 16S rRNA and is assisted by 10–20 assembly factors in bacteria. We probed the structures of 30S assembly intermediates in E. coli cells, using a synchrotron X-ray beam to generate hydroxyl radical in the cytoplasm. Widespread differences between mature and pre-30S complexes in the absence of assembly factors RbfA and RimM revealed global reorganization of RNA-protein interactions prior to maturation of the 16S rRNA and showed how RimM reduces misfolding of the 16S 3′ domain during transcription in vivo. Quantitative 14N/15N mass spectrometry of affinity-purified pre-30S complexes confirmed the absence of tertiary assembly proteins and showed that N-terminal acetylation of proteins S18 and S5 correlates with correct folding of the platform and central pseudoknot. Our results indicate that cellular factors delay specific RNA folding steps to ensure the quality of assembly.",hydroxyl radical footprinting;ribosome biogenesis;ribosomal protein modification;RNA folding;ESI mass spectrometry
Proc Natl Acad Sci U S A. 2013 Jul 9; 110(28): 11314–11319.,10.1073/pnas.1306768110,PMC3710815,23798443,Structural basis of cargo recognitions for class V myosins,Zhiyi Wei;Xiaotian Liu;Cong Yu;Mingjie Zhang,"aDivision of Life Science, State Key Laboratory of Molecular Neuroscience, Hong Kong University of Science and Technology, and;bCenter of Systems Biology, School of Science and Institute for Advanced Study, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China;2To whom correspondence may be addressed. E-mail: kh.tsu@gnahzm and kh.tsu@iewz.;Edited by James A. Spudich, Stanford University School of Medicine, Stanford, CA, and approved May 28, 2013 (received for review April 11, 2013);Author contributions: Z.W. and M.Z. designed research; Z.W., X.L., and C.Y. performed research; Z.W., X.L., C.Y., and M.Z. analyzed data; and Z.W. and M.Z. wrote the paper.;1Z.W. and X.L. contributed equally to this work.","Author contributions: Z.W. and M.Z. designed research; Z.W., X.L., and C.Y. performed research; Z.W., X.L., C.Y., and M.Z. analyzed data; and Z.W. and M.Z. wrote the paper.",myosin V;myo5a;MLPH;RILPL2;granuphilin
BMC Genomics. 2013; 14: 117.,10.1186/1471-2164-14-117,PMC3616865,23433480,Phylogenetic patterns of emergence of new genes support a model of frequent de novo evolution,Rafik Neme;Diethard Tautz,"1Max-Planck Institute for Evolutionary Biology, August-Thienemannstrasse 2, Plön, 24306, Germany;Corresponding author.;Rafik Neme: ed.gpm.oiblove@emenr;  Diethard Tautz: ed.gpm.oiblove@ztuat ","New gene emergence is so far assumed to be mostly driven by duplication and divergence of existing genes. The possibility that entirely new genes could emerge out of the non-coding genomic background was long thought to be almost negligible. With the increasing availability of fully sequenced genomes across broad scales of phylogeny, it has become possible to systematically study the origin of new genes over time and thus revisit this question.",
eLife. 2013; 2: e00577.,10.7554/eLife.00577,PMC3592195,23538671,Building a super elongation complex for HIV,Christopher P Hill;Wesley I Sundquist,"1Christopher P Hill is at the Department of Biochemistry, University of Utah School of Medicine, Salt Lake City, United States, ude.hatu.mehcoib@sirhc;2Wesley I Sundquist is an eLife reviewing editor, and is at the Department of Biochemistry, University of Utah School of Medicine, Salt Lake City, United States, ude.hatu.mehcoib@sew",A better understanding of the host cell protein complex that helps HIV replicate inside cells offers the possibility of new therapeutic targets.,Human
Biomaterials. 2013 Apr; 34(13): 3303–3314.,10.1016/j.biomaterials.2013.01.054,PMC3600413,23398885,The role of bioactive nanofibers in enamel regeneration mediated through integrin signals acting upon C/EBPα and c-Jun,"Z. Huang;C.J. Newcomb;Y. Zhou;YP. Lei;P. Bringas, Jr.;S.I. Stupp;M.L. Snead","1The Center for Craniofacial Molecular Biology, The Herman Ostrow School of Dentistry of the University of Southern California, Los Angeles CA;2Department of Materials Science and Engineering and The Institute for BioNanotechnology in Medicine, Northwestern University, Chicago, IL;3Department of Chemistry, Northwestern University, Evanston, IL;4Department of Medicine, Northwestern University, Chicago, IL;Corresponding author.","Enamel formation involves highly orchestrated intracellular and extracellular events; following development, the tissue is unable to regenerate, making it a challenging target for tissue engineering. We previously demonstrated the ability to trigger enamel differentiation and regeneration in the embryonic mouse incisor using a self-assembling matrix that displayed the integrin-binding epitope RGDS (Arg-Gly-Asp-Ser). To further elucidate the intracellular signaling pathways responsible for this phenomenon, we explore here the coupling response of integrin receptors to the biomaterial and subsequent downstream gene expression profiles. We demonstrate that the artificial matrix activates focal adhesion kinase (FAK) to increase phosphorylation of both c-Jun N-terminal kinase (JNK) and its downstream transcription factor c-Jun (c-Jun). Inhibition of FAK blocked activation of the identified matrix-mediated pathways, while independent inhibition of JNK nearly abolished phosphorylated-c-Jun (p-c-Jun) and attenuated the pathways identified to promote enamel regeneration. Cognate binding sites in the amelogenin promoter were identified to be transcriptionally up-regulated in response to p-c-Jun. Furthermore, the artificial matrix induced gene expression to specifically increase the abundance of amelogenin, the main protein expressed during enamel formation, and the CCAAT enhancer binding protein alpha (C/EBPα), which is the known activator of amelogenin expression. Elucidating these cues not only provides guidelines for the design of synthetic regenerative strategies and opportunities to manipulate pathways to regulate enamel regeneration, but can provide insight into the molecular mechanisms involved in tissue formation.",
Mol Plant Pathol. 2014 Jun; 15(5): 447–460.,10.1111/mpp.12104,PMC6638713,24245940,"Positive selection and intragenic recombination contribute to high allelic diversity in effector genes of Mycosphaerella fijiensis, causal agent of the black leaf streak disease of banana",Ioannis Stergiopoulos;Viviane Cordovez;Bilal Ökmen;Henriek G. Beenen;Gert H. J. Kema;Pierre J. G. M. de Wit,"
1
Department of Plant Pathology, 
University of California Davis, 
One Shields Avenue, 
Davis, 
CA, 
95616‐8751, 
USA, 
;
2
Laboratory of Phytopathology, 
Wageningen University and Research Centre, 
Droevendaalsesteeg 1, 
Wageningen, 
6708PB, 
the Netherlands, 
;
3
Centre for BioSystems Genomics, 
PO Box 98, 
Wageningen, 
6700 AB, 
the Netherlands, 
;
4
Plant Research International BV, 
PO Box 16, 
Wageningen, 
6700 AA, 
the Netherlands, 
;Corresponding author.;*Correspondence: Email: ude.sivadcu@soluopoigretsi; ln.ruw@tiwed.erreip","Previously, we have determined the nonhost‐mediated recognition of the MfAvr4 and MfEcp2 effector proteins from the banana pathogen Mycosphaerella fijiensis in tomato, by the cognate Cf‐4 and Cf‐Ecp2 resistance proteins, respectively. These two resistance proteins could thus mediate resistance against M. fijiensis if genetically transformed into banana (Musa spp.). However, disease resistance controlled by single dominant genes can be overcome by mutated effector alleles, whose products are not recognized by the cognate resistance proteins. Here, we surveyed the allelic variation within the MfAvr4, MfEcp2, MfEcp2‐2 and MfEcp2‐3 effector genes of M. fijiensis in a global population of the pathogen, and assayed its impact on recognition by the tomato Cf‐4 and Cf‐Ecp2 resistance proteins, respectively. We identified a large number of polymorphisms that could reflect a co‐evolutionary arms race between host and pathogen. The analysis of nucleotide substitution patterns suggests that both positive selection and intragenic recombination have shaped the evolution of M. fijiensis effectors. Clear differences in allelic diversity were observed between strains originating from South‐East Asia relative to strains from other banana‐producing continents, consistent with the hypothesis that M. fijiensis originated in the Asian‐Pacific region. Furthermore, transient co‐expression of the MfAvr4 effector alleles and the tomato Cf‐4 resistance gene, as well as of MfEcp2, MfEcp2‐2 and MfEcp2‐3 and the putative Cf‐Ecp2 resistance gene, indicated that effector alleles able to overcome these resistance genes are already present in natural populations of the pathogen, thus questioning the durability of resistance that can be provided by these genes in the field.",
Proc Natl Acad Sci U S A. 2013 Jan 22; 110(4): 1273–1278.,10.1073/pnas.1209345110,PMC3557056,23288897,"Insights into the regulation of the human COP9 signalosome catalytic subunit, CSN5/Jab1",Aude Echalier;Yunbao Pan;Melissa Birol;Nicolas Tavernier;Lionel Pintard;François Hoh;Christine Ebel;Nathalie Galophe;François X. Claret;Christian Dumas,"aCentre de Biochimie Structurale, Centre National de la Recherche Scientifique (CNRS), Institut National de la Santé et de la Recherche Médicale-Unités Mixtes de Recherche 5048 and 1054, Université Montpellier I, 34090 Montpellier, France;;bDepartment of Systems Biology, The University of Texas MD Anderson Cancer Center, Houston, TX,  77030;;cInstitut Jacques Monod, 75013 Paris, France;;dInstitut de Biologie Structurale, CNRS, Commissariat à l'Energie Atomique, Université Joseph Fourier, 38027 Grenoble, France; and;eCancer Biology Program and Experimental Therapeutic Program, The University of Texas Graduate School of Biomedical Sciences, Houston, TX,  77030;1To whom correspondence should be addressed. E-mail: rf.srnc.sbc@rezalg-reilahce.edua.;Edited by Wolfgang Baumeister, Max Planck Institute of Biochemistry, Martinsried, Germany, and approved December 5, 2012 (received for review June 4, 2012);Author contributions: A.E., F.X.C., and C.D. designed research; A.E., Y.P., M.B., N.T., F.H., C.E., N.G., F.X.C., and C.D. performed research; A.E., Y.P., L.P., F.X.C., and C.D. contributed new reagents/analytic tools; A.E., L.P., F.X.C., and C.D. analyzed data; and A.E. wrote the paper.;2Y.P. and M.B. contributed equally to this work.","Author contributions: A.E., F.X.C., and C.D. designed research; A.E., Y.P., M.B., N.T., F.H., C.E., N.G., F.X.C., and C.D. performed research; A.E., Y.P., L.P., F.X.C., and C.D. contributed new reagents/analytic tools; A.E., L.P., F.X.C., and C.D. analyzed data; and A.E. wrote the paper.",cullin regulation;protein degradation;MPN;Rpn11
J Mol Biol. 2013 May 27; 425(10): 1683–1696.,10.1016/j.jmb.2013.02.011,PMC3646915,23416558,An unusual dimeric small heat shock protein provides insight into the mechanism of this class of chaperones,Eman Basha;Christopher Jones;Anne E. Blackwell;Guilong Cheng;Elizabeth R. Waters;Kara A. Samsel;Masood Siddique;Virginia Pett;Vicki Wysocki;Elizabeth Vierling,"aDepartment of Chemistry & Biochemistry, University of Arizona, Tucson, AZ 85721 USA;bDepartment of Botany, Tanta University, Tanta, Egypt;cDepartment of Biology, San Diego State University, San Diego, CA 92182 USA;dJohann Wolfgang Goethe University, D-60438 Frankfurt am Main, Germany;eDepartment of Chemistry, The College of Wooster, Wooster, OH 44691 USA;fDepartment of Biochemistry & Molecular Biology, University of Massachusetts, Amherst, MA 01003, USA;Corresponding Author: Elizabeth Vierling, Department of Biochemistry & Molecular Biology, University of Massachusetts, 710 N. Pleasant St., Amherst, MA 01003, Phone: 413-577-2890; Fax: 413-545-3291, ude.ssamu.mehcoib@gnilreiv;1Current Addresses:Baxter Healthcare Corporation, Round Lake, IL 60073 USA.;2Pfizer Global Analytical Research and Development, Groton, CT 06340 USA.;3Department of Chemistry & Biochemistry, The Ohio State University, Columbus, Ohio 43210, USA.","Small heat shock proteins (sHSPs) are virtually ubiquitous stress proteins that are also found in many normal tissues and accumulate in diseases of protein folding. They generally act as ATP-independent chaperones to bind and stabilize denaturing proteins that can be later reactivated by ATP-dependent Hsp70/DnaK, but the mechanism of substrate capture by sHSPs remains poorly understood. A majority of sHSPs form large oligomers, a property that has been linked to their effective chaperone action. We describe AtHsp18.5 from Arabidopsis thaliana, demonstrating it is dimeric and exhibits robust chaperone activity, adding support to the model that suboligomeric sHSP forms are a substrate binding species. Notably, like oligomeric sHSPs, when bound to substrate AtHsp18.5 assembles into large complexes, indicating reformation of sHSP oligomeric contacts are not required for assembly of sHSP-substrate complexes. Monomers of AtHsp18.5 freely exchange between dimers, but fail to coassemble in vitro with dodecameric plant cytosolic sHSPs, suggesting AtHsp18.5 does not interact by coassembly with these other sHSPs in vivo. Data from controlled proteolysis and hydrogen-deuterium exchange coupled with mass spectrometry show that the N- and C-termini of AtHsp18.5 are highly accessible and lack stable secondary structure, most likely a requirement for substrate interaction. Chaperone activity of a series of AtHsp18.5 truncation mutants confirm that the N-terminal arm is required for substrate protection and that different substrates interact differently with the N-terminal arm. In total, these data imply that the core α-crystallin domain of the sHSPs is a platform for flexible arms that capture substrates to maintain their solubility.",chaperone;α-crystallin domain;protein flexibility;subunit exchange;hydrogen deuterium exchange;mass spectrometry of protein complexes
Am J Physiol Cell Physiol. 2013 Dec 15; 305(12): C1246–C1256.,10.1152/ajpcell.00159.2013,PMC3882364,24133065,Carboxy terminus and pore-forming domain properties specific to Cx37 are necessary for Cx37-mediated suppression of insulinoma cell proliferation,Tasha K. Nelson;Paul L. Sorgen;Janis M. Burt,"1Department of Physiology, University of Arizona, Tucson, Arizona; and ;2Department of Biochemistry and Molecular Biology, University of Nebraska Medical Center, Omaha, Nebraska;Corresponding author.;Address for reprint requests and other correspondence: J. M. Burt, Dept. of Physiology, Univ. of Arizona, PO Box 245051, Tucson, AZ 85724 (e-mail: ude.anozira.u@trubj).","Connexin 37 (Cx37) suppresses cell proliferation when expressed in rat insulinoma (Rin) cells, an effect also manifest in vivo during vascular development and in response to tissue injury. Mutant forms of Cx37 with nonfunctional channels but normally localized, wild-type carboxy termini are not growth suppressive. Here we determined whether the carboxy-terminal (CT) domain is required for Cx37-mediated growth suppression and whether the Cx37 pore-forming domain can be replaced with the Cx43 pore-forming domain and still retain growth-suppressive properties. We show that despite forming functional gap junction channels and hemichannels, Cx37 with residues subsequent to 273 replaced with a V5-epitope tag (Cx37–273tr*V5) had no effect on the proliferation of Rin cells, did not facilitate G1-cell cycle arrest with serum deprivation, and did not prolong cell cycle time comparably to the wild-type protein. The chimera Cx43*CT37, comprising the pore-forming domain of Cx43 and CT of Cx37, also did not suppress proliferation, despite forming functional gap junctions with a permselective profile similar to wild-type Cx37. Differences in channel behavior of both Cx37–273tr*V5 and Cx43*CT37 relative to their wild-type counterparts and failure of the Cx37-CT to interact as the Cx43-CT does with the Cx43 cytoplasmic loop suggest that the Cx37-CT and pore-forming domains are both essential to growth suppression by Cx37.",connexin;gap junction channel;growth suppression;protein interactome;endothelium
